path,class,mesh_is_watertight,diameter,mesh_nr_vertices,mesh_nr_faces,mesh_surface_area,mesh_volume,ch_nr_vertices,ch_nr_faces,ch_surface_area,ch_volume,bb_p0,bb_p1,bb_surface_area,bb_volume,bb_diameter,distance_to_center,scale,alignment,correctly_oriented_axes,eigenvalue_s1,eigenvalue_s2,eigenvalue_s3
['data' 'LabeledDB_new' 'Bearing' '353' 'original.ply'],Bearing,True,1.830469449422071,1512,3020,1.402993168,0.072158018,156,308,1.664903042,0.123365719,[-0.826823 -0.190733 -0.190732],[0.998541   0.19164801 0.191649  ],3.084368558,0.266896025,1.903781547,0.138832294,1.825363994,0.962078253,3,0.1871847713008421,0.005882783296411816,0.005871167337841283
['data' 'LabeledDB_new' 'Bearing' '354' 'original.ply'],Bearing,False,1.2471467619177625,2910,5816,0.913352418,inf,237,470,1.141887359,0.072071897,[-0.17287201 -0.222799   -0.172553  ],[0.17271601 0.99545503 0.17246599],1.921138409,0.145257825,1.312483167,0.23112693,1.21825403,0.327864896,1,0.13502185543497008,0.008185824592781674,0.008035337270796404
['data' 'LabeledDB_new' 'Bearing' '355' 'original.ply'],Bearing,True,1.9989841167302835,14994,29984,1.621179973,0.095028287,675,1346,1.621036074,0.095043933,[-0.124472   -0.99414301 -0.123083  ],[0.12416    0.99491799 0.125549  ],2.101812622,0.12295952,2.019900839,0.00085804,1.989060998,0.033079623,1,0.31032443274891214,0.007615485757684287,0.007497008751991046
['data' 'LabeledDB_new' 'Bearing' '356' 'original.ply'],Bearing,True,1.9991147363453636,14992,29980,1.621251035,0.095047006,666,1328,1.621248102,0.09506276,[-0.124505   -0.99427301 -0.123108  ],[0.124144   0.99491799 0.125541  ],2.102094068,0.12298437,2.020033037,0.000858204,1.989190996,0.030901475,1,0.310292377082094,0.0076182011956852785,0.0074962489714631595
['data' 'LabeledDB_new' 'Bearing' '357' 'original.ply'],Bearing,True,1.992112709067823,14872,29764,1.807645558,0.057110696,8,12,1.639711413,0.068815962,[-0.988626 -0.06511  -0.132705],[0.98104  0.065125 0.135563],1.639711413,0.068815962,1.992112709,6.94e-05,1.969666004,0.334220889,2,0.4077985835659461,0.009291558729562872,0.002707166663237171
['data' 'LabeledDB_new' 'Bearing' '358' 'original.ply'],Bearing,True,1.3403465883151966,14127,28266,2.460135494,0.105517968,460,916,3.022833439,0.377754346,[-0.47442999 -0.99912602 -0.47397399],[0.47480801 0.24626701 0.47526401],6.530803111,1.122164852,1.831149735,0.000751152,1.245393023,0.158181043,1,0.11493869904738171,0.04600781389326449,0.045818146468774634
['data' 'LabeledDB_new' 'Bearing' '359' 'original.ply'],Bearing,True,1.3445719099592492,14956,29924,2.475822242,0.106517354,487,970,3.041878517,0.381333164,[-0.47646901 -0.250227   -0.474857  ],[0.47575301 0.99909401 0.477366  ],6.571981793,1.132793983,1.836915463,0.001165117,1.249321014,0.333397495,3,0.11640677883282019,0.045925100136387155,0.04561597157387037
['data' 'LabeledDB_new' 'Bearing' '360' 'original.ply'],Bearing,True,0.1943958646502683,2200,4396,0.024015347,0.000182891,420,836,0.023578025,0.000201691,[-0.019954   -0.018536    0.80833203],[0.018022   0.019193   0.99988598],0.031868776,0.000274458,0.198893363,0.903605496,0.19155395,0.023820067,2,0.00321236435267864,0.00015641968038438784,0.0001533754415718209
['data' 'LabeledDB_new' 'Bird' '241' 'original.ply'],Bird,True,1.9879284240602413,3478,6952,1.391808088,0.053098186,222,440,3.096489775,0.198806266,[-0.81724101 -0.19001    -0.99154198],[0.57289302 0.096359   0.99632299],7.461505881,0.791351727,2.442557468,0.000592209,1.987864971,0.013655357,1,0.16744389176326513,0.07169223626258289,0.005120989370812754
['data' 'LabeledDB_new' 'Bird' '242' 'original.ply'],Bird,True,1.8179114726691994,7849,15694,2.830909962,0.142540091,364,724,4.090764786,0.501671216,[-0.90860897 -0.375195   -0.66133797],[0.90924197 0.42774901 0.63727099],9.726040646,1.895491866,2.373960061,0.000171722,1.817850947,0.651110771,0,0.1573099974670315,0.08976737285671688,0.03128359468698731
['data' 'LabeledDB_new' 'Bird' '243' 'original.ply'],Bird,True,1.9925540770022734,3158,6312,1.390810548,0.056461696,326,648,2.005694176,0.12997576,[-0.99422097 -0.25122401 -0.28391501],[0.99827898 0.26043099 0.27986899],4.862550138,0.574762325,2.133002411,0.000682111,1.992499948,0.821107203,1,0.2377041677452653,0.018213460495459587,0.0037260841499451238
['data' 'LabeledDB_new' 'Bird' '244' 'original.ply'],Bird,True,1.9680809833386026,4501,8998,1.740758728,0.059455837,409,814,2.442356945,0.154349186,[-0.97948098 -0.196637   -0.541803  ],[0.98767501 0.082153   0.380353  ],5.239072038,0.505731958,2.190387698,0.000429409,1.967155993,0.373496484,0,0.23404506016453108,0.03418365099781052,0.0041781185624628694
['data' 'LabeledDB_new' 'Bird' '245' 'original.ply'],Bird,True,1.8153853402984674,6475,12946,2.424967908,0.089174001,234,464,3.794923244,0.429687868,[-0.90572602 -0.36039901 -0.66175002],[0.909522 0.411998 0.594742],9.30689492,1.761717583,2.338908866,0.000221668,1.815248013,0.655978876,0,0.14973081970704094,0.08103590325174503,0.02890031336734033
['data' 'LabeledDB_new' 'Bird' '246' 'original.ply'],Bird,True,1.9493353497319088,4219,8434,1.63128602,0.058633928,240,476,2.258476979,0.195909018,[-0.97213697 -0.35036999 -0.34916699],[0.97714299 0.193331   0.30081299],5.360426324,0.688865325,2.125506321,0.000448759,1.949279964,0.752439927,0,0.23885032407131934,0.021577319262017166,0.011274131295983321
['data' 'LabeledDB_new' 'Bird' '247' 'original.ply'],Bird,True,1.8563902933784335,5519,11034,2.075568858,0.07788547,315,626,3.134694869,0.324941123,[-0.91203398 -0.34376901 -0.59118003],[0.93971401 0.384718   0.41394299],7.884855926,1.355885187,2.229335379,0.00029123,1.85174799,0.668362832,2,0.20027568607887053,0.048194852359258154,0.02519654512261437
['data' 'LabeledDB_new' 'Bird' '248' 'original.ply'],Bird,True,1.5817022682758102,11790,23576,2.805618529,0.101816484,407,810,4.220736337,0.56345409,[-0.76941198 -0.50585198 -0.72419697],[0.68453699 0.68733102 0.51725799],10.04224466,2.153709838,2.253633448,9.51e-05,1.453948975,0.849507227,1,0.11120340180721526,0.10582991957141176,0.05127464719481731
['data' 'LabeledDB_new' 'Bird' '249' 'original.ply'],Bird,True,1.9659479376422773,3714,7424,1.384294854,0.044868297,209,414,2.482351578,0.176708805,[-0.99546403 -0.31703001 -0.51594299],[0.96847701 0.076347   0.445595  ],6.078440227,0.742854691,2.221793234,0.000545181,1.963941038,0.434109385,0,0.18323638277843826,0.03230132394591422,0.006027203385589526
['data' 'LabeledDB_new' 'Bird' '250' 'original.ply'],Bird,True,1.9148128287108004,4280,8556,1.691937102,0.054670882,231,458,3.031118626,0.132316649,[-0.59697801 -0.943793   -0.115959  ],[0.75774997 0.97080702 0.068393  ],6.392938764,0.47816526,2.352651012,0.000485583,1.914600015,0.3333209,1,0.15837177776416286,0.08424338226064688,0.001910601362338283
['data' 'LabeledDB_new' 'Bird' '251' 'original.ply'],Bird,True,1.9925540770022734,3158,6312,1.390810548,0.056461696,326,648,2.005694176,0.12997576,[-0.99422097 -0.25122401 -0.28391501],[0.99827898 0.26043099 0.27986899],4.862550138,0.574762325,2.133002411,0.000682111,1.992499948,0.821107203,1,0.2377041677452653,0.018213460495459587,0.0037260841499451238
['data' 'LabeledDB_new' 'Bird' '252' 'original.ply'],Bird,True,1.7373312077978922,6351,12698,2.212830616,0.084957335,415,826,3.513191417,0.408214977,[-0.87319899 -0.48338899 -0.622096  ],[0.86327302 0.28674901 0.444213  ],8.02028779,1.425999636,2.178408242,0.000300886,1.736472011,0.757531525,0,0.18884430699078897,0.06245670984359799,0.0287840673149482
['data' 'LabeledDB_new' 'Bird' '253' 'original.ply'],Bird,True,1.839706247587894,6164,12324,2.234142223,0.081002093,306,608,4.072468186,0.334193073,[-0.920349   -0.17476    -0.69052398],[0.91323602 0.31705901 0.89932901],9.197685043,1.433716658,2.476197186,0.000305776,1.833585024,0.423072924,2,0.1747992147245579,0.10927851653449691,0.008055971912438325
['data' 'LabeledDB_new' 'Bird' '254' 'original.ply'],Bird,True,1.9948460523799736,3638,7272,1.516198088,0.047745377,283,562,2.288846192,0.115158032,[-0.13471401 -0.99703699 -0.53518403],[0.075077   0.997805   0.41689301],5.03496069,0.398444148,2.220328245,0.000337728,1.994841993,0.018070864,0,0.19640246285038263,0.03714170730198895,0.0021642799155505155
['data' 'LabeledDB_new' 'Bird' '255' 'original.ply'],Bird,True,1.9415843855300297,5054,10104,1.992186019,0.087745679,410,816,2.979504501,0.303917318,[-0.96463001 -0.30213001 -0.511554  ],[0.97691101 0.22517    0.55328   ],7.305360949,1.090150009,2.276290462,0.000342534,1.941541016,0.359055402,1,0.19155534752229716,0.04454593292386926,0.022057466095754
['data' 'LabeledDB_new' 'Bird' '256' 'original.ply'],Bird,True,1.9408442113976023,5970,11936,2.027420816,0.085132255,225,446,3.949239082,0.307691833,[-0.76909602 -0.587246   -0.77253002],[0.94102699 0.45618299 0.86396402],12.58112667,2.920146731,2.5867697,0.001632885,1.710123003,0.261163149,2,0.11791003772939417,0.10936838202645874,0.011050549427506981
['data' 'LabeledDB_new' 'Bird' '257' 'original.ply'],Bird,True,1.9144403273402155,2135,4266,1.933832245,0.033128546,50,96,2.706534045,0.152990544,[-0.961106   -0.19041701 -0.57042402],[0.95278698 0.082656   0.38480699],5.223380512,0.499234789,2.156390853,0.010152127,1.913892984,0.337513474,2,0.16546264267396477,0.04773809325919187,0.002234669162771982
['data' 'LabeledDB_new' 'Bird' '258' 'original.ply'],Bird,False,1.6185285526400106,8946,17888,3.037991482,inf,133,262,4.328730317,0.629211047,[-0.65438902 -0.65957999 -0.62718701],[0.74253601 0.74567902 0.63092601],10.97701149,2.469728073,2.347126078,0.004578928,1.405259013,0.704113392,2,0.18402221371940577,0.11750867043113332,0.030893740799985053
['data' 'LabeledDB_new' 'Bird' '259' 'original.ply'],Bird,True,1.8049800843122512,9015,18026,3.056228952,0.150881287,610,1216,4.76302346,0.622743238,[-0.89837003 -0.314132   -0.73954701],[0.90392601 0.28799599 0.88372898],9.976513478,1.761600066,2.499170684,0.000134167,1.802296042,0.435792496,1,0.18057593633568664,0.11784581828435842,0.021274549808147563
['data' 'LabeledDB_new' 'Bird' '260' 'original.ply'],Bird,True,1.3620936272182558,2497,4990,2.450986452,0.09357662,150,296,3.338368104,0.420689023,[-0.487526 -0.451159 -0.661174],[0.450508   0.65925199 0.66150302],7.502068723,1.377704691,1.965297645,0.000940208,1.322677016,0.804492529,1,0.10592221525830013,0.03192660802561701,0.023844546470160665
['data' 'LabeledDB_new' 'Bust' '301' 'original.ply'],Bust,True,1.944219565978888,9252,18500,4.853562981,0.606256342,725,1446,5.143131771,0.874995879,[-0.50410998 -0.943762   -0.42412999],[0.469789 0.941315 0.414572],8.467406824,1.539751654,2.281537978,8.05e-05,1.885077,0.31905809,0,0.28110922678865113,0.0621990187584192,0.05296925630299246
['data' 'LabeledDB_new' 'Bust' '302' 'original.ply'],Bust,False,1.8360352465174876,25125,50246,5.938424116,inf,520,1036,5.844901173,1.115817851,[-0.70243597 -0.76488101 -0.50719899],[0.70008898 0.97979999 0.49800301],11.22107266,2.459687697,2.453857998,1.45e-05,1.744681001,0.334726879,1,0.26097436123362583,0.09329946253613294,0.055246893286985586
['data' 'LabeledDB_new' 'Bust' '303' 'original.ply'],Bust,True,1.6104817627545074,15516,31028,3.843803535,0.407114659,1310,2616,3.919427377,0.588619762,[-0.67344499 -0.80411398 -0.53799999],[0.492645   0.54216301 0.433348  ],8.020525463,1.524899896,2.028729779,2.8e-05,1.346276999,0.543161104,1,0.13124771500326987,0.06817027399507629,0.037740948288620325
['data' 'LabeledDB_new' 'Bust' '304' 'original.ply'],Bust,True,1.951628136187098,25467,50930,4.453504381,0.443804893,853,1702,4.943196474,0.80405109,[-0.957968   -0.53179199 -0.37162301],[0.97522801 0.50701702 0.39817199],8.592112026,1.545918805,2.325716081,2.82e-05,1.933196008,0.999724843,0,0.3335542300129698,0.048847874817229464,0.03696738198434768
['data' 'LabeledDB_new' 'Bust' '305' 'original.ply'],Bust,True,1.9469985343483232,27824,55644,7.408598652,1.009088391,3009,6014,7.188502466,1.525205146,[-0.768354   -0.90440798 -0.66078299],[0.84122002 0.80998999 0.57259798],13.71834846,3.403453654,2.655394046,0.001564809,1.714397967,0.576352253,1,0.24221501633767578,0.13971454679005907,0.09493312432097412
['data' 'LabeledDB_new' 'Bust' '306' 'original.ply'],Bust,True,1.7107212064522028,26798,53592,4.672392481,0.613072712,5094,10184,4.967437991,0.890511552,[-0.555583   -0.68275201 -0.50810897],[0.69060898 0.99804002 0.50453502],10.11716465,2.121073525,2.324543861,0.001239409,1.680792034,0.379090502,2,0.22880446735971877,0.08231503734587381,0.05840007093260519
['data' 'LabeledDB_new' 'Bust' '307' 'original.ply'],Bust,True,1.9354647983493825,27439,54874,7.653518233,1.333390522,4351,8698,7.62098677,1.798664218,[-0.912588   -0.85124701 -0.83898598],[0.901272   0.812482   0.86570299],17.89195824,5.144361786,2.994001803,0.001459883,1.813859999,0.534380582,2,0.273348317347045,0.13383605543952146,0.12181177496144444
['data' 'LabeledDB_new' 'Bust' '308' 'original.ply'],Bust,True,1.925382106821034,23976,47948,8.530232133,1.793132579,4600,9196,8.430772944,2.136372757,[-0.95658201 -0.92250001 -0.77053797],[0.76792598 0.91883397 0.75375402],17.22155906,4.840229423,2.947525186,0.002384967,1.841333985,0.287878168,2,0.278618572827358,0.18143120928220752,0.1529187535087722
['data' 'LabeledDB_new' 'Bust' '309' 'original.ply'],Bust,False,1.6717956921477597,5197,10390,5.382422937,inf,362,720,4.828836819,0.89628633,[-0.55834198 -0.57266301 -0.87581599],[0.577043   0.57749403 0.535348  ],9.062291184,1.84279815,2.145540502,0.000507606,1.411163986,0.587940375,1,0.1508212673363336,0.09781559336687116,0.0678689830252855
['data' 'LabeledDB_new' 'Bust' '310' 'original.ply'],Bust,True,1.9024624030783646,8263,16522,8.093446242,1.788678269,1286,2568,8.09485662,1.975549727,[-0.99869502 -0.92189902 -0.62884098],[0.843467   0.92461801 0.65552503],16.27839502,4.368878262,2.907366861,0.00025398,1.846517026,0.80330772,2,0.2565595507617065,0.2494170496282071,0.1190888874728308
['data' 'LabeledDB_new' 'Bust' '311' 'original.ply'],Bust,True,1.856492168636977,25230,50456,6.15666876,0.767734316,1552,3100,6.401225692,1.27972683,[-0.57319099 -0.78905499 -0.68158102],[0.50686401 0.98529202 0.621898  ],11.27409094,2.49797722,2.452322093,0.000339117,1.774347007,0.151121696,3,0.3119878775282432,0.08311372820613443,0.06930498378684621
['data' 'LabeledDB_new' 'Bust' '312' 'original.ply'],Bust,True,1.6976915316922772,26985,53966,5.794277139,0.704177912,5042,10080,5.799282969,1.108810615,[-0.72004801 -0.71213001 -0.59381098],[0.93258202 0.78227103 0.53192002],12.02480488,2.780208861,2.496335463,0.000432811,1.652630031,0.94579515,2,0.2309136280628406,0.1179132427072422,0.055095740457232555
['data' 'LabeledDB_new' 'Bust' '313' 'original.ply'],Bust,True,1.7528812834341854,10852,21700,6.323545607,0.818666644,1282,2560,6.048685251,1.208592406,[-0.600833   -0.88161999 -0.64497799],[0.73341298 0.79334998 0.70033997],12.56634843,3.006546107,2.528955743,0.002094055,1.674969971,0.296645411,2,0.22111078029264103,0.11014772347358943,0.0765878031928905
['data' 'LabeledDB_new' 'Bust' '314' 'original.ply'],Bust,True,1.7739542099301107,26437,52870,4.646911956,0.522437464,1142,2280,5.191319754,0.869733203,[-0.73618799 -0.57850403 -0.39896101],[0.73131698 0.99258202 0.411304  ],9.535281142,1.868128033,2.297479404,0.000183001,1.571086049,0.33499317,2,0.24010698664562835,0.11481710774826175,0.04214011914167051
['data' 'LabeledDB_new' 'Bust' '315' 'original.ply'],Bust,True,1.725616995561922,25768,51532,5.384101783,0.855349815,1587,3170,5.413811502,0.999329926,[-0.530406   -0.86550701 -0.68100101],[0.61504    0.71820402 0.69478899],11.13760483,2.49575937,2.3901852,0.000128417,1.583711028,0.294193409,2,0.2126326140044762,0.09380712032943196,0.08865375817497821
['data' 'LabeledDB_new' 'Bust' '316' 'original.ply'],Bust,True,1.7636558219143947,23395,46786,5.799751692,0.819356194,1400,2796,5.653548119,1.066639052,[-0.51432103 -0.89464903 -0.636235  ],[0.65463197 0.724172   0.76638502],11.6050267,2.654213901,2.440158918,0.000311888,1.618821025,0.332746032,2,0.21977013203590706,0.09425126228241881,0.08752849053247316
['data' 'LabeledDB_new' 'Bust' '317' 'original.ply'],Bust,True,1.8149197568136641,27726,55448,5.638353577,0.95778648,4616,9228,5.683256846,1.117607948,[-0.51667303 -0.98637402 -0.72542399],[0.54457402 0.81339198 0.62363899],11.53936632,2.576705385,2.487041193,2.83e-05,1.799766004,0.060126215,1,0.246832741906625,0.1074765132454734,0.0799358096965295
['data' 'LabeledDB_new' 'Bust' '318' 'original.ply'],Bust,True,1.7767982135097682,25145,50286,4.547592489,0.571283245,1686,3368,4.729786686,0.754267202,[-0.52065498 -0.74732298 -0.760535  ],[0.519813   0.684717   0.71630901],10.28300061,2.200485377,2.305293982,0.000288684,1.476844013,0.312723703,2,0.2158798018991491,0.07524672017876076,0.056379955332180216
['data' 'LabeledDB_new' 'Bust' '319' 'original.ply'],Bust,True,1.946473665011971,26558,53112,6.234701868,1.078590953,8543,17082,6.627609468,1.401148085,[-0.984869   -0.52759898 -0.55984998],[0.95716798 0.55290103 0.63688397],11.43108723,2.511191791,2.524115701,6.29e-05,1.942036986,0.386328906,1,0.35126497894730513,0.10637538229784195,0.08005101742785123
['data' 'LabeledDB_new' 'Bust' '320' 'original.ply'],Bust,True,1.7957608284250433,27118,54232,7.328716403,1.215243046,5381,10758,6.908264012,1.476035879,[-0.89079499 -0.77466798 -0.695207  ],[0.85823202 0.95558101 0.62263298],15.22276247,3.988116165,2.790978192,0.000195758,1.749027014,0.384829659,1,0.21544382003727944,0.16404658115828769,0.10090561535067957
['data' 'LabeledDB_new' 'Chair' '101' 'original.ply'],Chair,True,1.9252015247781529,8499,16998,2.266272282,0.056672946,320,636,4.780086413,0.655795696,[-0.49351901 -0.82199597 -0.37485799],[0.307603   0.82740003 0.38848501],6.383906453,1.008656594,1.986201448,0.00026226,1.649396002,0.15547629,1,0.2236390264268664,0.06291969969744417,0.04366575488321227
['data' 'LabeledDB_new' 'Chair' '102' 'original.ply'],Chair,True,1.9804089563108938,15724,31456,3.929325511,0.137633266,537,1070,5.849671208,1.03908814,[-0.60979199 -0.75960398 -0.67710799],[0.588386   0.81096101 0.56908101],10.66438688,2.345098897,2.335656631,6.76e-05,1.570564985,0.330042152,1,0.19333838920493202,0.08193996464916015,0.05884388568580958
['data' 'LabeledDB_new' 'Chair' '103' 'original.ply'],Chair,True,1.9275927506491204,9652,19304,2.613103712,0.087294195,342,680,5.001059746,0.755774334,[-0.489907   -0.81743002 -0.44753599],[0.34792101 0.84290099 0.41928899],7.113076964,1.205815815,2.051838296,0.000103207,1.660331011,0.165744784,1,0.17382289368175521,0.06899455381420398,0.05611819942601543
['data' 'LabeledDB_new' 'Chair' '104' 'original.ply'],Chair,True,1.8970012551733324,8653,17306,2.385170902,0.053423899,354,704,4.373988635,0.571672505,[-0.33467901 -0.39115801 -0.87767899],[0.347536   0.27303299 0.831891  ],5.509792773,0.774642186,1.956833299,0.000130664,1.709569991,0.130245935,2,0.20052928986276855,0.05876016651051902,0.045217357743755494
['data' 'LabeledDB_new' 'Chair' '105' 'original.ply'],Chair,True,1.8430485709739175,9261,18530,2.380560981,0.050877058,346,688,4.127527112,0.523959483,[-0.327021   -0.39616501 -0.87896699],[0.33579099 0.24871799 0.781982  ],5.198901772,0.709949712,1.901037976,0.000169356,1.660948992,0.139368403,2,0.18441199207466988,0.05207843903712095,0.04013449841316667
['data' 'LabeledDB_new' 'Chair' '106' 'original.ply'],Chair,True,1.82434031757937,14052,28104,3.343648056,0.098443882,390,776,5.622585802,0.976425894,[-0.61184698 -0.46990499 -0.85921597],[0.44186401 0.47552499 0.68309599],8.159018041,1.536466554,2.09353073,0.000108448,1.542311966,0.790852775,1,0.15374015482427272,0.08334507109039935,0.07068643070287965
['data' 'LabeledDB_new' 'Chair' '107' 'original.ply'],Chair,True,1.9423364710201934,11421,22854,3.689781753,0.128127983,514,1024,5.210761871,0.819977066,[-0.58072603 -0.89656502 -0.48508701],[0.49727499 0.877841   0.62122601],10.13693309,2.116168266,2.352558482,0.000110041,1.774406016,0.298767906,2,0.18360080365329864,0.07513628410865342,0.046461555594914716
['data' 'LabeledDB_new' 'Chair' '108' 'original.ply'],Chair,True,1.9615943809046796,10500,21008,3.591025734,0.12614157,482,960,5.28390598,0.837318969,[-0.608087 -0.894292 -0.586326],[0.50254297 0.889588   0.50204903],10.26308596,2.156321913,2.36649255,0.000148735,1.783879995,0.323520237,1,0.18600249754187062,0.07816430228548964,0.04794235183007796
['data' 'LabeledDB_new' 'Chair' '109' 'original.ply'],Chair,True,1.7694801491905388,10301,20602,1.937597376,0.057271858,212,420,4.776018474,0.704593891,[-0.42874101 -0.767079   -0.37123299],[0.42809701 0.62237698 0.50462198],6.315932914,1.042739238,1.85253373,3.13e-05,1.389455974,0.262784577,2,0.12381102160966453,0.06586319038678906,0.05025422427917559
['data' 'LabeledDB_new' 'Chair' '110' 'original.ply'],Chair,True,1.863781166345856,8456,16920,2.114218203,0.049842487,272,540,3.970298947,0.493235866,[-0.325901   -0.87634897 -0.420497  ],[0.34472999 0.76413798 0.31437001],5.597051442,0.80847231,1.918586171,0.000125197,1.640486956,0.312218895,2,0.1857299915346564,0.052750462545558985,0.03096954492919085
['data' 'LabeledDB_new' 'Chair' '111' 'original.ply'],Chair,True,1.894145592397688,8050,16100,2.093151541,0.051078409,273,542,4.100233571,0.518074385,[-0.33046001 -0.87652302 -0.41781101],[0.351096   0.79068899 0.329557  ],5.783384911,0.849233053,1.950044468,0.000133643,1.667212009,0.311722933,2,0.1933754372419585,0.05653177857268491,0.033289673838122535
['data' 'LabeledDB_new' 'Chair' '112' 'original.ply'],Chair,True,1.840996159264079,13628,27256,2.739410661,0.085527727,347,690,5.242775017,0.824935673,[-0.392046   -0.78152102 -0.54686999],[0.393354   0.646043   0.44915101],6.650734879,1.116747503,1.909672759,8.78e-05,1.427564025,0.244488848,1,0.15422885577261863,0.07435285060276671,0.057454659279638574
['data' 'LabeledDB_new' 'Chair' '113' 'original.ply'],Chair,True,1.7124879071293364,10748,21500,2.317938387,0.057217261,596,1188,4.376321794,0.634364073,[-0.461941   -0.85719597 -0.45169401],[0.35103899 0.61956    0.47421899],6.641338772,1.111626219,1.923293941,0.00018601,1.476755977,0.176127827,2,0.14222587720302787,0.06532352084635396,0.037159663524531296
['data' 'LabeledDB_new' 'Chair' '114' 'original.ply'],Chair,True,1.6479341009384119,5794,11588,1.007649294,0.021209197,161,318,3.472967034,0.415541382,[-0.30763999 -0.86851501 -0.30027601],[0.302145   0.55676901 0.39789799],4.579898168,0.606794758,1.700211525,0.000280955,1.425284028,0.124970535,1,0.12084129688121063,0.043911225576325236,0.03181477302717568
['data' 'LabeledDB_new' 'Chair' '115' 'original.ply'],Chair,True,1.7441625976440345,10043,20086,2.227529079,0.05611853,618,1232,4.533000151,0.668969673,[-0.451947   -0.85994297 -0.45729601],[0.37566599 0.64339203 0.48373601],6.875352577,1.170812829,1.957166487,0.000171847,1.503334999,0.168645422,2,0.15157477485434753,0.07028386876686668,0.03943988778305572
['data' 'LabeledDB_new' 'Chair' '116' 'original.ply'],Chair,True,1.9057100518249124,13463,26926,3.609377712,0.114984611,312,620,5.446455365,0.872152481,[-0.48818099 -0.79166502 -0.439567  ],[0.48742899 0.84820098 0.60639101],8.671095406,1.673396472,2.176006317,0.00015194,1.639865994,0.269545812,2,0.19022865315950999,0.0746579883102144,0.05363196349331553
['data' 'LabeledDB_new' 'Chair' '117' 'original.ply'],Chair,True,1.845529346494804,14372,28744,3.451179108,0.071753357,389,774,5.705143391,0.967965574,[-0.46775401 -0.852238   -0.410997  ],[0.47415    0.74420601 0.55845702],7.92901741,1.457765114,2.09180729,8.84e-05,1.596444011,0.291856603,2,0.15688587474466695,0.09473854257591031,0.05738826811811403
['data' 'LabeledDB_new' 'Chair' '118' 'original.ply'],Chair,True,1.9203032672998683,9153,18306,2.259433926,0.063943065,209,414,4.725132405,0.637834308,[-0.313631   -0.83182698 -0.39066601],[0.46566001 0.80572701 0.39838099],6.366270783,1.006927414,1.977744349,0.000180644,1.63755399,0.149706121,2,0.21067258871214994,0.05761776647986784,0.038747176434006
['data' 'LabeledDB_new' 'Chair' '119' 'original.ply'],Chair,True,1.8856522295081477,12326,24652,2.989903271,0.087170574,411,818,5.268300182,0.855750875,[-0.44381201 -0.87590402 -0.37965   ],[0.4447     0.74465501 0.54154903],7.502479959,1.326421739,2.065011582,0.000119475,1.620559037,0.185997703,2,0.1558524171099602,0.07140324500496034,0.06960376318991761
['data' 'LabeledDB_new' 'Chair' '120' 'original.ply'],Chair,True,1.836175393344709,10121,20242,2.750282133,0.076997188,419,834,4.536324873,0.650970971,[-0.38085601 -0.91972601 -0.30974901],[0.390663   0.77845901 0.44059801],6.326634158,0.983091174,2.01049611,0.000150064,1.698185027,0.323573245,2,0.1979972656077697,0.0608251066410787,0.03905599841013663
['data' 'LabeledDB_new' 'Cup' '21' 'original.ply'],Cup,True,1.7103743003748193,15198,30396,8.532710255,0.376456943,3256,6508,6.248269227,1.267605321,[-0.958498 -0.565449 -0.614474],[0.70416403 0.52352703 0.62039202],10.41700686,2.235847296,2.339916217,0.000114863,1.662662029,0.339338855,1,0.19325163460114952,0.12533204921932317,0.10344830042138858
['data' 'LabeledDB_new' 'Cup' '22' 'original.ply'],Cup,True,1.8914017607775886,15002,30004,11.40852886,0.767821191,5368,10732,8.073047575,1.950801921,[-0.82089698 -0.59836298 -0.68775803],[0.93945801 0.71009803 0.69389701],13.08680194,3.18244325,2.592275172,8.48e-05,1.760354996,0.999412966,3,0.24907475563345843,0.17010197362868515,0.1442576629062686
['data' 'LabeledDB_new' 'Cup' '23' 'original.ply'],Cup,True,1.797506381686279,15037,30074,8.328272924,0.450990998,4642,9280,6.383787002,1.298770084,[-0.98817301 -0.577739   -0.71420699],[0.786336 0.44876  0.716959],11.6604783,2.606914271,2.500163703,0.004108801,1.774509013,0.341739262,0,0.20989896423850196,0.1508200573173901,0.09246456639034908
['data' 'LabeledDB_new' 'Cup' '24' 'original.ply'],Cup,True,1.906886293629028,15246,30492,11.53143552,0.967747069,5489,10974,8.298321268,2.045072681,[-0.83895802 -0.63128901 -0.70098197],[0.943793   0.69964802 0.70248997],13.48540636,3.330059079,2.630461574,8.18e-05,1.782751024,0.999816065,2,0.256707973695521,0.17561410491904342,0.14650731029276187
['data' 'LabeledDB_new' 'Cup' '25' 'original.ply'],Cup,True,1.981659057254465,15087,30170,11.91953021,0.375186066,2603,5202,7.530822062,1.60182038,[-0.58551699 -0.88570702 -0.57135099],[0.57917202 0.82107502 0.57645798],10.567541,2.281695335,2.363698553,0.000116677,1.706782043,0.340395733,0,0.2931094035459262,0.12907206848217737,0.12748294344257932
['data' 'LabeledDB_new' 'Cup' '26' 'original.ply'],Cup,True,1.9181081842178858,15209,30418,10.73081163,0.357129152,3482,6960,6.920823518,1.433462563,[-0.64336801 -0.520257   -0.77103299],[0.91259199 0.523004   0.71578097],10.97566087,2.413504028,2.391656492,5.57e-05,1.55596,0.108437355,1,0.2304059134071044,0.1699825608505876,0.0911257897913589
