path,nr_of_vertices,nr_of_faces,surface_area,volume
['data' 'LabeledDB_new' 'Human' '5' 'original.ply'],15154,30308,2.5970196020550094,0.14023297854911093
['data' 'LabeledDB_new' 'Human' '6' 'original.ply'],10098,20192,2.0033575160460453,inf
['data' 'LabeledDB_new' 'Human' '7' 'original.ply'],8441,16878,2.08997518969946,0.0914246820893827
['data' 'LabeledDB_new' 'Human' '8' 'original.ply'],11015,22026,1.6422313285658225,0.05487769201126837
['data' 'LabeledDB_new' 'Human' '9' 'original.ply'],2639,5274,1.587453434482102,0.05357461993090774
['data' 'LabeledDB_new' 'Mech' '321' 'original.ply'],14995,29986,7.7402190165071625,1.364659959174146
['data' 'LabeledDB_new' 'Mech' '322' 'original.ply'],14991,29978,7.723416579258474,inf
['data' 'LabeledDB_new' 'Mech' '323' 'original.ply'],14991,29978,7.683156910154509,inf
['data' 'LabeledDB_new' 'Mech' '324' 'original.ply'],14812,29620,8.22780088823296,1.4600940445692867
['data' 'LabeledDB_new' 'Mech' '325' 'original.ply'],14999,29994,7.835606049952648,1.3274925593653002
['data' 'LabeledDB_new' 'Mech' '326' 'original.ply'],14995,29986,8.123215874602923,1.52672270197307
['data' 'LabeledDB_new' 'Mech' '327' 'original.ply'],14937,29870,6.987353826482545,inf
['data' 'LabeledDB_new' 'Mech' '328' 'original.ply'],14994,29984,7.853879572947577,inf
['data' 'LabeledDB_new' 'Mech' '329' 'original.ply'],14999,29994,7.826574494535157,1.398282084122822
['data' 'LabeledDB_new' 'Mech' '330' 'original.ply'],15000,29996,7.827753616235255,inf
['data' 'LabeledDB_new' 'Mech' '331' 'original.ply'],15000,29996,8.03023522340472,inf
['data' 'LabeledDB_new' 'Mech' '332' 'original.ply'],14997,29990,7.476385723024396,inf
['data' 'LabeledDB_new' 'Mech' '333' 'original.ply'],14942,29880,7.880410781047185,inf
['data' 'LabeledDB_new' 'Mech' '334' 'original.ply'],14997,29990,7.5974123230318,1.271718442198709
['data' 'LabeledDB_new' 'Mech' '335' 'original.ply'],14995,29986,7.745419845488513,1.3660355430132596
['data' 'LabeledDB_new' 'Mech' '336' 'original.ply'],15505,31006,4.328248904512848,0.5970589171615988
['data' 'LabeledDB_new' 'Mech' '337' 'original.ply'],11533,23062,8.928292334643219,1.9032443921947872
['data' 'LabeledDB_new' 'Mech' '338' 'original.ply'],19403,38802,7.437458639377177,1.3729465121126068
['data' 'LabeledDB_new' 'Mech' '339' 'original.ply'],15000,29996,8.027443695120782,1.2177200900794842
['data' 'LabeledDB_new' 'Mech' '340' 'original.ply'],14997,29990,7.591705143148541,1.2702860715019848
['data' 'LabeledDB_new' 'Octopus' '121' 'original.ply'],5944,11888,2.2686150125731532,0.09869743162532554
['data' 'LabeledDB_new' 'Octopus' '122' 'original.ply'],7251,14498,2.4258051335685598,0.0982821149620047
['data' 'LabeledDB_new' 'Octopus' '123' 'original.ply'],15493,30982,3.180769983723266,0.1982495615633021
['data' 'LabeledDB_new' 'Octopus' '124' 'original.ply'],3101,6198,0.6674130012860967,0.01398741989004996
['data' 'LabeledDB_new' 'Octopus' '125' 'original.ply'],1343,2682,0.9871516218054638,0.03532448522775664
['data' 'LabeledDB_new' 'Octopus' '126' 'original.ply'],6325,12646,1.6985884491834289,0.0442036478953577
['data' 'LabeledDB_new' 'Octopus' '127' 'original.ply'],11906,23808,3.331254052847338,0.1705179073190568
['data' 'LabeledDB_new' 'Octopus' '128' 'original.ply'],6164,12324,1.6434715578307995,0.051855866244575936
['data' 'LabeledDB_new' 'Octopus' '129' 'original.ply'],6144,12284,2.0494742605129326,0.10848143415264666
['data' 'LabeledDB_new' 'Octopus' '130' 'original.ply'],7747,15490,2.134360550699318,0.1106052598247973
['data' 'LabeledDB_new' 'Octopus' '131' 'original.ply'],11051,22098,2.949210285366412,0.15556783706896146
['data' 'LabeledDB_new' 'Octopus' '132' 'original.ply'],7812,15620,2.577691527683159,0.17107468545495097
['data' 'LabeledDB_new' 'Octopus' '133' 'original.ply'],10466,20932,2.747451440279872,0.15499454733096368
['data' 'LabeledDB_new' 'Octopus' '134' 'original.ply'],10932,21860,3.111226590888815,0.14167860425181045
['data' 'LabeledDB_new' 'Octopus' '135' 'original.ply'],15201,30398,3.488005832564766,0.14126801978938353
['data' 'LabeledDB_new' 'Octopus' '136' 'original.ply'],14126,28248,3.0557252358397533,0.1862639045156853
['data' 'LabeledDB_new' 'Octopus' '137' 'original.ply'],9124,18244,1.6513543164205136,0.07263087694395227
['data' 'LabeledDB_new' 'Octopus' '138' 'original.ply'],9594,19184,2.51812484651799,0.1586619625063383
['data' 'LabeledDB_new' 'Octopus' '139' 'original.ply'],8017,16030,1.7550912937241991,0.06065807510203028
['data' 'LabeledDB_new' 'Octopus' '140' 'original.ply'],9200,18396,2.4348514011627165,0.10998842954132831
['data' 'LabeledDB_new' 'Plier' '201' 'original.ply'],4487,8970,1.57081141512259,0.05820263151947622
['data' 'LabeledDB_new' 'Plier' '202' 'original.ply'],4491,8978,1.5729639188318616,0.05787663354277586
['data' 'LabeledDB_new' 'Plier' '203' 'original.ply'],3906,7808,1.6046565097496834,0.0592118598181874
['data' 'LabeledDB_new' 'Plier' '204' 'original.ply'],4407,8810,1.4255551589128581,0.05068623440881548
['data' 'LabeledDB_new' 'Plier' '205' 'original.ply'],4478,8952,1.7476614805842263,0.06714802687931055
['data' 'LabeledDB_new' 'Plier' '206' 'original.ply'],4794,9584,1.6831028166152033,0.06288108817363443
['data' 'LabeledDB_new' 'Plier' '207' 'original.ply'],5202,10400,1.73598763968742,0.06543786749565861
['data' 'LabeledDB_new' 'Plier' '208' 'original.ply'],6104,12204,1.7143214069251933,0.06281901402274262
['data' 'LabeledDB_new' 'Plier' '209' 'original.ply'],5110,10216,1.6507899874722047,0.05958032644964569
['data' 'LabeledDB_new' 'Plier' '210' 'original.ply'],5508,11012,1.6117598317267579,0.05892252573058077
['data' 'LabeledDB_new' 'Plier' '211' 'original.ply'],4284,8564,1.5097906537145236,0.05391573035791907
['data' 'LabeledDB_new' 'Plier' '212' 'original.ply'],4298,8592,1.4085682481494568,0.05190468834358912
['data' 'LabeledDB_new' 'Plier' '213' 'original.ply'],3963,7922,1.4569231485976162,0.05178432456231204
['data' 'LabeledDB_new' 'Plier' '214' 'original.ply'],3804,7604,1.508754802808914,0.05489276556360267
['data' 'LabeledDB_new' 'Plier' '215' 'original.ply'],4463,8922,1.612979743785896,0.0601491794757202
['data' 'LabeledDB_new' 'Plier' '216' 'original.ply'],4478,8952,1.6347936618485668,0.061157432519391326
['data' 'LabeledDB_new' 'Plier' '217' 'original.ply'],5201,10398,1.7552100542500266,0.06593731809864797
['data' 'LabeledDB_new' 'Plier' '218' 'original.ply'],6198,12392,1.7149616097976623,0.0625111317163075
['data' 'LabeledDB_new' 'Plier' '219' 'original.ply'],3942,7880,1.293820976162499,0.0385342806635082
['data' 'LabeledDB_new' 'Plier' '220' 'original.ply'],4457,8910,1.3908060006834708,0.042662383714742125
['data' 'LabeledDB_new' 'Table' '141' 'original.ply'],13926,27848,4.778573724174891,0.14169402124193106
['data' 'LabeledDB_new' 'Table' '142' 'original.ply'],9802,19600,3.7813445245054753,0.08541812123703124
['data' 'LabeledDB_new' 'Table' '143' 'original.ply'],9270,18536,3.562423910845937,0.08027231730308969
['data' 'LabeledDB_new' 'Table' '144' 'original.ply'],15082,30160,5.779454620446431,0.16093070733402917
['data' 'LabeledDB_new' 'Table' '145' 'original.ply'],13206,26408,3.224097104895734,0.0844621873875323
['data' 'LabeledDB_new' 'Table' '146' 'original.ply'],13714,27424,5.030162091232778,0.21525691990642265
['data' 'LabeledDB_new' 'Table' '147' 'original.ply'],13705,27406,5.198517309269084,0.2445525922210145
['data' 'LabeledDB_new' 'Table' '148' 'original.ply'],13375,26746,7.6389944145126005,0.32621557897526954
['data' 'LabeledDB_new' 'Table' '149' 'original.ply'],13588,27172,7.075222597129868,0.3095918905091398
['data' 'LabeledDB_new' 'Table' '150' 'original.ply'],13579,27154,2.0454345048246587,0.04503638679287897
['data' 'LabeledDB_new' 'Table' '151' 'original.ply'],12696,25388,4.695736439637502,0.15422498962666997
['data' 'LabeledDB_new' 'Table' '152' 'original.ply'],10543,21082,2.7887290825236506,0.08610299513782965
['data' 'LabeledDB_new' 'Table' '153' 'original.ply'],13581,27158,4.49830252150724,0.12824089262454144
['data' 'LabeledDB_new' 'Table' '154' 'original.ply'],13929,27854,4.9269689155939576,0.1925854425349175
['data' 'LabeledDB_new' 'Table' '155' 'original.ply'],14384,28764,5.767576295754454,0.19465772074228968
['data' 'LabeledDB_new' 'Table' '156' 'original.ply'],10100,20196,2.843290607105016,0.06283500149821714
['data' 'LabeledDB_new' 'Table' '157' 'original.ply'],13883,27762,7.223223935739954,0.3542304007218523
['data' 'LabeledDB_new' 'Table' '158' 'original.ply'],14587,29170,2.844287242855544,0.06666607094289569
['data' 'LabeledDB_new' 'Table' '159' 'original.ply'],13930,27856,4.801914119024395,0.12978017520229906
['data' 'LabeledDB_new' 'Table' '160' 'original.ply'],10082,20160,2.5410965829421506,0.04431576367037826
['data' 'LabeledDB_new' 'Teddy' '161' 'original.ply'],13826,27648,4.462291630597667,0.47965867565055803
['data' 'LabeledDB_new' 'Teddy' '162' 'original.ply'],10096,20188,3.9240907970847236,0.4157646508225559
['data' 'LabeledDB_new' 'Teddy' '163' 'original.ply'],10879,21758,4.208823133793976,0.44641826344188623
['data' 'LabeledDB_new' 'Teddy' '164' 'original.ply'],14509,29014,4.523528763408831,0.4992332894582743
['data' 'LabeledDB_new' 'Teddy' '165' 'original.ply'],10233,20462,4.114574575372516,0.4394533560843473
['data' 'LabeledDB_new' 'Teddy' '166' 'original.ply'],11090,22176,4.1534631827571245,0.43039303460756634
['data' 'LabeledDB_new' 'Teddy' '167' 'original.ply'],12647,25290,4.1505735383860705,0.4273393586228421
['data' 'LabeledDB_new' 'Teddy' '168' 'original.ply'],10752,21500,4.104174021056493,0.43725557665996834
['data' 'LabeledDB_new' 'Teddy' '169' 'original.ply'],12561,25118,4.540333511150068,0.46445333346590467
['data' 'LabeledDB_new' 'Teddy' '170' 'original.ply'],12500,24996,4.175813707727342,0.4116661893154422
['data' 'LabeledDB_new' 'Teddy' '171' 'original.ply'],14905,29806,4.039153829152278,0.38965535530364265
['data' 'LabeledDB_new' 'Teddy' '172' 'original.ply'],10141,20278,4.201928457970741,0.4650157744813081
['data' 'LabeledDB_new' 'Teddy' '173' 'original.ply'],13867,27730,3.913068450642473,0.3880776842094523
['data' 'LabeledDB_new' 'Teddy' '174' 'original.ply'],12831,25658,3.3666506458005974,0.30364917776115785
['data' 'LabeledDB_new' 'Teddy' '175' 'original.ply'],9480,18956,3.952234043778558,0.4038584977310293
['data' 'LabeledDB_new' 'Teddy' '176' 'original.ply'],12500,24996,4.353253569853188,0.4375508691565655
['data' 'LabeledDB_new' 'Teddy' '177' 'original.ply'],12543,25082,4.085609771595487,0.4062887638122913
['data' 'LabeledDB_new' 'Teddy' '178' 'original.ply'],12175,24346,3.8298401566965685,0.3873263128432608
['data' 'LabeledDB_new' 'Teddy' '179' 'original.ply'],13324,26644,4.245068541561532,0.4389657387401612
['data' 'LabeledDB_new' 'Teddy' '180' 'original.ply'],9548,19092,3.603679041591782,0.3506605829846151
['data' 'LabeledDB_new' 'Vase' '361' 'original.ply'],14859,29734,5.333138258771053,0.49764016737082073
['data' 'LabeledDB_new' 'Vase' '362' 'original.ply'],14476,28952,3.576003209672912,0.2893646564662393
['data' 'LabeledDB_new' 'Vase' '363' 'original.ply'],13434,26864,2.1590536857189178,0.20436687412546836
['data' 'LabeledDB_new' 'Vase' '364' 'original.ply'],13548,27100,4.416167769240701,0.3647961418632311
['data' 'LabeledDB_new' 'Vase' '365' 'original.ply'],13514,27028,7.696390139551253,1.5808784685407733
['data' 'LabeledDB_new' 'Vase' '366' 'original.ply'],10637,21274,4.422464755398169,0.5763517803627921
['data' 'LabeledDB_new' 'Vase' '367' 'original.ply'],3900,7800,4.438505552281017,0.687617570922209
['data' 'LabeledDB_new' 'Vase' '368' 'original.ply'],11202,22400,4.548263696239563,0.7415893137298037
['data' 'LabeledDB_new' 'Vase' '369' 'original.ply'],13606,27212,5.650737263235297,0.9161513466894872
['data' 'LabeledDB_new' 'Vase' '370' 'original.ply'],13920,27836,4.920441443113887,0.8295946225170298
['data' 'LabeledDB_new' 'Vase' '371' 'original.ply'],14599,29194,5.116790410391629,0.8839846574918014
['data' 'LabeledDB_new' 'Vase' '372' 'original.ply'],6684,13368,3.171744705287679,0.375179909166074
['data' 'LabeledDB_new' 'Vase' '373' 'original.ply'],10556,21112,3.934517749551041,0.48496465425211416
['data' 'LabeledDB_new' 'Vase' '374' 'original.ply'],14872,29744,3.6865798571059343,0.3804245075367884
['data' 'LabeledDB_new' 'Vase' '375' 'original.ply'],11762,23520,3.1959846353724353,0.3259832222071837
['data' 'LabeledDB_new' 'Vase' '376' 'original.ply'],12568,25132,6.12440877043042,0.8692232959659839
['data' 'LabeledDB_new' 'Vase' '377' 'original.ply'],15169,30342,3.3436517186746215,0.3774207026989662
['data' 'LabeledDB_new' 'Vase' '378' 'original.ply'],6684,13368,3.178567192109315,0.3576706502517933
['data' 'LabeledDB_new' 'Vase' '379' 'original.ply'],6923,13842,4.321566458804584,0.6687768048686784
['data' 'LabeledDB_new' 'Vase' '380' 'original.ply'],9356,18708,4.9292833160051925,0.42529873721681843
