path,d1,d2,d3,d4,a3
['data' 'LabeledDB_new' 'Fish' '232' 'normalized_v2.ply'],"[0.     0.03   0.1308 0.1842 0.152  0.1054 0.0814 0.0752 0.067  0.065
 0.0488 0.0382 0.022  0.     0.     0.     0.     0.     0.     0.    ]","[0.04718825 0.152648   0.21906125 0.17329225 0.125772   0.09359675
 0.07011625 0.0503935  0.03356575 0.02251275 0.01064275 0.0012105
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[2.56818750e-02 1.60417375e-01 3.06521250e-01 2.99678875e-01
 1.59427750e-01 4.58151250e-02 2.45425000e-03 3.50000000e-06
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[7.0567360e-02 3.2353168e-01 4.0823152e-01 1.8155856e-01 1.5996480e-02
 1.1440000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.02238867 0.04637495 0.06038695 0.06959057 0.07540199 0.07699299
 0.07419685 0.06923881 0.0639966  0.05842714 0.05363432 0.0492538
 0.0451291  0.04140774 0.03825559 0.03541363 0.03275244 0.03072399
 0.02909525 0.02733861]"
['data' 'LabeledDB_new' 'Fish' '233' 'normalized_v2.ply'],"[0.     0.     0.025  0.0902 0.1532 0.189  0.213  0.141  0.0864 0.034
 0.0174 0.02   0.0178 0.013  0.     0.     0.     0.     0.     0.    ]","[0.02706325 0.08458375 0.1467055  0.19790375 0.204709   0.1516695
 0.0833135  0.04947225 0.03244075 0.0150785  0.00623375 0.0008265
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.02668750e-02 7.60063750e-02 1.75128375e-01 2.60252000e-01
 2.49192000e-01 1.49422375e-01 6.09095000e-02 1.71122500e-02
 1.68925000e-03 2.10000000e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[3.0224480e-02 1.5517376e-01 2.6969232e-01 2.8956352e-01 1.8513200e-01
 5.9262560e-02 1.0360640e-02 5.9056000e-04 1.6000000e-07 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01039024 0.02444816 0.0328836  0.03954442 0.04513524 0.04931093
 0.05278999 0.05618134 0.0590214  0.06084567 0.06134548 0.06165233
 0.0609393  0.05981416 0.05852752 0.05679528 0.05478215 0.05363834
 0.05183047 0.05012397]"
['data' 'LabeledDB_new' 'Fish' '234' 'normalized_v2.ply'],"[0.     0.0022 0.0838 0.1534 0.2154 0.163  0.1246 0.0822 0.0526 0.0484
 0.0304 0.0246 0.0194 0.     0.     0.     0.     0.     0.     0.    ]","[0.03463775 0.11375425 0.195251   0.22780975 0.1727925  0.1046075
 0.0677955  0.041437   0.022014   0.01275925 0.0063135  0.000828
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.63603750e-02 1.14348125e-01 2.53570375e-01 3.10196875e-01
 2.08114250e-01 7.89467500e-02 1.70526250e-02 1.40262500e-03
 8.00000000e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[4.1376960e-02 2.1775552e-01 3.4688976e-01 2.8665424e-01 9.5846400e-02
 1.1163360e-02 3.1376000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01049992 0.02586097 0.0368978  0.04558865 0.05134724 0.05633761
 0.05978568 0.06221153 0.0631799  0.06280543 0.0615851  0.06007691
 0.0578485  0.05550566 0.05328488 0.05115631 0.04924111 0.04749262
 0.04560031 0.04369387]"
['data' 'LabeledDB_new' 'Fish' '235' 'normalized_v2.ply'],"[0.     0.02   0.1686 0.1648 0.114  0.1106 0.1204 0.083  0.0668 0.0528
 0.0446 0.0346 0.0198 0.     0.     0.     0.     0.     0.     0.    ]","[0.04836375 0.15702925 0.22207825 0.16668525 0.1266885  0.09682025
 0.06955875 0.04861025 0.03617575 0.018216   0.008682   0.001092
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[2.60705000e-02 1.70878750e-01 3.25178750e-01 3.01452625e-01
 1.44108000e-01 2.97813750e-02 2.48725000e-03 4.27500000e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[7.8710880e-02 3.4412400e-01 4.0115744e-01 1.6509552e-01 1.0791680e-02
 1.2048000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.0214244  0.0492254  0.06345053 0.07123977 0.07457318 0.07568211
 0.07387217 0.06903386 0.06324878 0.05768756 0.05268269 0.04799016
 0.04403913 0.04063294 0.03781141 0.03524051 0.03308792 0.03127466
 0.02963859 0.02816423]"
['data' 'LabeledDB_new' 'Fish' '236' 'normalized_v2.ply'],"[0.     0.0412 0.1672 0.157  0.1086 0.1258 0.11   0.0718 0.0644 0.0588
 0.0414 0.036  0.0178 0.     0.     0.     0.     0.     0.     0.    ]","[0.05413825 0.17938475 0.213906   0.15717525 0.121549   0.094128
 0.06678125 0.0500945  0.035516   0.018569   0.00806475 0.00069325
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[3.26978750e-02 2.02031500e-01 3.47236500e-01 2.79612750e-01
 1.17752375e-01 1.96793750e-02 9.88750000e-04 8.75000000e-07
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[8.9190080e-02 3.7139104e-01 3.9304816e-01 1.3637408e-01 9.8094400e-03
 1.8704000e-04 1.6000000e-07 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.02762627 0.05622654 0.06991837 0.07706673 0.07951998 0.0781076
 0.07324949 0.06717895 0.05995646 0.05438413 0.04925283 0.04501018
 0.04132492 0.03820694 0.03560544 0.03334729 0.03114282 0.02918295
 0.02766872 0.0260234 ]"
['data' 'LabeledDB_new' 'Fish' '237' 'normalized_v2.ply'],"[0.0006 0.0494 0.1882 0.125  0.1266 0.1188 0.0906 0.074  0.068  0.0654
 0.0468 0.0356 0.011  0.     0.     0.     0.     0.     0.     0.    ]","[0.06026425 0.18974775 0.20620925 0.14895225 0.1198625  0.09143725
 0.06826925 0.0508615  0.0354985  0.02024625 0.00823725 0.000414
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[3.66125000e-02 2.16253500e-01 3.48610000e-01 2.65829375e-01
 1.17016000e-01 1.55292500e-02 1.49375000e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[9.9516000e-02 4.1085728e-01 3.9700816e-01 9.0028000e-02 2.5782400e-03
 1.2320000e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.03204434 0.05971017 0.07381803 0.08165661 0.08345299 0.07989044
 0.07271235 0.06537964 0.05856441 0.05258201 0.04750294 0.04286843
 0.0393004  0.03636504 0.03373496 0.03147584 0.02946353 0.02803001
 0.02639481 0.02505305]"
['data' 'LabeledDB_new' 'Fish' '238' 'normalized_v2.ply'],"[0.     0.0384 0.1658 0.1588 0.1042 0.113  0.118  0.0754 0.065  0.057
 0.0418 0.0384 0.0242 0.     0.     0.     0.     0.     0.     0.    ]","[0.05164975 0.17136275 0.21422525 0.15700125 0.122724   0.096627
 0.06751725 0.04948925 0.03717325 0.0212555  0.00990225 0.0010725
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[2.86820000e-02 1.82241500e-01 3.30808125e-01 2.89341500e-01
 1.36142875e-01 3.07870000e-02 1.98725000e-03 9.75000000e-06
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[9.4224160e-02 3.7506672e-01 3.9169872e-01 1.2970096e-01 9.2422400e-03
 6.7200000e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.02525467 0.05146626 0.06570266 0.07416365 0.07791771 0.07784581
 0.07535449 0.0699462  0.06347304 0.05755151 0.05182531 0.04669039
 0.04257834 0.03914326 0.03587996 0.03294814 0.03080612 0.02870354
 0.0270843  0.02566463]"
['data' 'LabeledDB_new' 'Fish' '239' 'normalized_v2.ply'],"[0.     0.0306 0.1462 0.179  0.1556 0.1108 0.1024 0.0736 0.065  0.0566
 0.0388 0.027  0.0144 0.     0.     0.     0.     0.     0.     0.    ]","[0.049897   0.1629075  0.22506375 0.17777325 0.12859475 0.0937885
 0.06781225 0.0446845  0.0267685  0.01533675 0.006674   0.00069925
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.02756988 0.179423   0.338846   0.29516012 0.13331362 0.02500613
 0.00068125 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.0785256  0.34367536 0.41369152 0.15723808 0.00686944 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01839572 0.04182939 0.05606905 0.06477293 0.0706066  0.07331008
 0.0728789  0.06979351 0.06551615 0.06054679 0.05601161 0.05168282
 0.04750961 0.04383102 0.04065413 0.03816773 0.03525444 0.033046
 0.030997   0.02912653]"
['data' 'LabeledDB_new' 'Fish' '240' 'normalized_v2.ply'],"[0.     0.0072 0.0936 0.1768 0.1554 0.1566 0.1252 0.074  0.0644 0.0594
 0.032  0.0304 0.022  0.003  0.     0.     0.     0.     0.     0.    ]","[0.038236   0.1213955  0.202842   0.20445225 0.154142   0.10461175
 0.06773075 0.04777425 0.03161075 0.0183175  0.0080415  0.00084575
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.88387500e-02 1.25269750e-01 2.60282250e-01 2.94836875e-01
 1.94663625e-01 8.44122500e-02 2.00185000e-02 1.67537500e-03
 2.62500000e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[5.2008000e-02 2.4970496e-01 3.6714064e-01 2.6438720e-01 6.2560640e-02
 4.0705600e-03 1.2688000e-04 1.1200000e-06 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01596502 0.03483601 0.04517332 0.0525647  0.05730958 0.06110931
 0.06229805 0.06273991 0.06237619 0.06126248 0.05916144 0.05696439
 0.05420177 0.0519489  0.04942095 0.04693007 0.04434071 0.04243839
 0.04037865 0.03858015]"
['data' 'LabeledDB_new' 'FourLeg' '381' 'normalized_v2.ply'],"[0.     0.     0.     0.14   0.1532 0.1566 0.1224 0.0926 0.1224 0.0832
 0.0636 0.0414 0.0198 0.0048 0.     0.     0.     0.     0.     0.    ]","[0.0247575  0.0809895  0.1410195  0.1919005  0.16744675 0.13299825
 0.1053995  0.0704655  0.03992375 0.0283965  0.014436   0.00226675
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[9.80762500e-03 6.97795000e-02 1.63514500e-01 2.51990000e-01
 2.51727875e-01 1.59468250e-01 6.78403750e-02 2.06158750e-02
 4.70500000e-03 5.49375000e-04 1.62500000e-06 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.6122720e-02 1.4302752e-01 2.6340704e-01 2.9550144e-01 2.0012096e-01
 6.3941920e-02 7.6396800e-03 2.3824000e-04 4.8000000e-07 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01039146 0.02453377 0.03461812 0.04269764 0.04821834 0.05291023
 0.05701698 0.06056768 0.06248181 0.06287801 0.06258945 0.06144459
 0.05968344 0.05821566 0.0560416  0.05344911 0.05109641 0.04903823
 0.04702768 0.04509981]"
['data' 'LabeledDB_new' 'FourLeg' '382' 'normalized_v2.ply'],"[0.     0.0014 0.121  0.1286 0.14   0.1286 0.126  0.1216 0.0632 0.0636
 0.0612 0.0412 0.0036 0.     0.     0.     0.     0.     0.     0.    ]","[0.034642   0.11015375 0.187587   0.168494   0.1574565  0.148229
 0.0915745  0.05115975 0.0296865  0.01304925 0.0071215  0.00084625
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.62911250e-02 1.12231375e-01 2.34458375e-01 2.77067375e-01
 1.99812000e-01 1.01175250e-01 4.09915000e-02 1.43388750e-02
 3.52662500e-03 1.07500000e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[3.9854720e-02 2.0073200e-01 3.1412832e-01 2.7602160e-01 1.3451568e-01
 3.0312800e-02 4.3392000e-03 9.5680000e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01226982 0.02856539 0.03837978 0.04685729 0.05398635 0.05932765
 0.06177974 0.06269064 0.06307594 0.06237559 0.06109385 0.05925761
 0.05711167 0.05500507 0.05255809 0.05028319 0.04748093 0.04510554
 0.04251759 0.04027827]"
['data' 'LabeledDB_new' 'FourLeg' '383' 'normalized_v2.ply'],"[0.     0.     0.0438 0.0848 0.1552 0.115  0.0938 0.1018 0.1    0.1234
 0.1148 0.0568 0.0106 0.     0.     0.     0.     0.     0.     0.    ]","[0.0238315  0.075948   0.1463325  0.1870075  0.15158425 0.12949125
 0.098185   0.06975725 0.0501875  0.040803   0.0240805  0.00279175
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[9.26787500e-03 6.69250000e-02 1.60482000e-01 2.45678375e-01
 2.56934875e-01 1.76501375e-01 6.72252500e-02 1.51312500e-02
 1.80137500e-03 5.26250000e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.5413920e-02 1.4416976e-01 2.6102448e-01 2.8721856e-01 2.0008400e-01
 7.2940960e-02 9.0292800e-03 1.1888000e-04 1.6000000e-07 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01111638 0.02515801 0.03599324 0.04455806 0.05291619 0.05970624
 0.06417416 0.06709517 0.06829737 0.0666274  0.06381631 0.06076018
 0.05718344 0.05401695 0.05094188 0.0479493  0.04561668 0.04312554
 0.04128767 0.03965983]"
['data' 'LabeledDB_new' 'FourLeg' '384' 'normalized_v2.ply'],"[0.     0.0064 0.11   0.1198 0.1206 0.1398 0.1506 0.0872 0.0918 0.099
 0.065  0.0098 0.     0.     0.     0.     0.     0.     0.     0.    ]","[3.5580500e-02 1.1743700e-01 1.9829900e-01 1.6723925e-01 1.4635575e-01
 1.3152100e-01 9.1053750e-02 6.0847750e-02 3.2655000e-02 1.5682000e-02
 3.2630000e-03 6.6000000e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[1.65603750e-02 1.18545375e-01 2.47767125e-01 2.89565500e-01
 2.00023875e-01 8.60495000e-02 3.12078750e-02 8.85225000e-03
 1.37562500e-03 5.25000000e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[0.0442384  0.21728816 0.32767632 0.27353168 0.11928176 0.01761664
 0.00036704 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01280224 0.02975071 0.04212528 0.0517547  0.05895242 0.06422923
 0.06742666 0.06841302 0.06692473 0.06375191 0.06047526 0.05736936
 0.05377082 0.05072537 0.04793855 0.04532055 0.0428364  0.04046126
 0.03849717 0.03647435]"
['data' 'LabeledDB_new' 'FourLeg' '385' 'normalized_v2.ply'],"[0.     0.0022 0.0692 0.1348 0.1388 0.0954 0.0968 0.1098 0.1108 0.0946
 0.0774 0.0424 0.0278 0.     0.     0.     0.     0.     0.     0.    ]","[0.0286725  0.09673575 0.155291   0.160186   0.15283275 0.1443435
 0.10436525 0.0628555  0.04429775 0.03357225 0.01611175 0.000736
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.20507500e-02 8.58770000e-02 1.92513125e-01 2.63195750e-01
 2.26843500e-01 1.28363000e-01 5.72197500e-02 2.34748750e-02
 8.80175000e-03 1.63900000e-03 2.15000000e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[3.3949280e-02 1.8237888e-01 3.0660832e-01 2.8930800e-01 1.4743696e-01
 3.6520320e-02 3.7475200e-03 5.0720000e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.0132357  0.03088144 0.04301028 0.05254705 0.05908744 0.06285722
 0.06356857 0.06288802 0.06134954 0.05924884 0.05675842 0.05496522
 0.05340914 0.05164536 0.04981534 0.04807101 0.04677057 0.04507741
 0.04325481 0.04155863]"
['data' 'LabeledDB_new' 'FourLeg' '386' 'normalized_v2.ply'],"[0.     0.006  0.0328 0.0608 0.1362 0.128  0.1328 0.1018 0.1154 0.1314
 0.0756 0.0476 0.0258 0.0058 0.     0.     0.     0.     0.     0.    ]","[0.022334   0.06958875 0.133561   0.16581075 0.14833075 0.136576
 0.1209095  0.0948275  0.06657375 0.0310275  0.0080655  0.0021215
 0.0002735  0.         0.         0.         0.         0.
 0.         0.        ]","[8.12750000e-03 6.25775000e-02 1.48179000e-01 2.20043375e-01
 2.31634750e-01 1.65764125e-01 9.27376250e-02 4.56355000e-02
 1.78790000e-02 6.14737500e-03 1.21762500e-03 5.62500000e-05
 3.75000000e-07 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[2.2654720e-02 1.2900144e-01 2.4087200e-01 2.7157600e-01 2.0021504e-01
 9.8016000e-02 3.0697440e-02 6.3576000e-03 5.9440000e-04 1.5360000e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01062579 0.02586473 0.03542418 0.04421156 0.05143708 0.05661537
 0.05947111 0.06113147 0.06135544 0.06086867 0.05960203 0.05830438
 0.05703561 0.05554737 0.05413087 0.05264973 0.05101636 0.04952221
 0.04824657 0.04693945]"
['data' 'LabeledDB_new' 'FourLeg' '387' 'normalized_v2.ply'],"[0.     0.0138 0.1098 0.121  0.1386 0.1482 0.1208 0.1256 0.06   0.068
 0.053  0.0412 0.     0.     0.     0.     0.     0.     0.     0.    ]","[0.03730775 0.11699725 0.1816285  0.16235425 0.1652845  0.15042425
 0.090316   0.0491415  0.02799675 0.011864   0.00579    0.00089525
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.72437500e-02 1.16125125e-01 2.41600875e-01 2.71487625e-01
 1.93730375e-01 1.00054750e-01 4.11185000e-02 1.41700000e-02
 4.28187500e-03 1.87125000e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[4.7937600e-02 2.3697984e-01 3.5834096e-01 2.6722384e-01 8.2113600e-02
 7.2702400e-03 1.3392000e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01381476 0.03124421 0.04399121 0.05289969 0.05740971 0.05978919
 0.06037233 0.06040194 0.05989625 0.05869159 0.05739455 0.05556245
 0.05452762 0.05277581 0.05084944 0.04930442 0.04777147 0.04607983
 0.04429131 0.04293222]"
['data' 'LabeledDB_new' 'FourLeg' '388' 'normalized_v2.ply'],"[0.     0.012  0.0466 0.071  0.1162 0.1346 0.1074 0.114  0.145  0.137
 0.0876 0.0202 0.0084 0.     0.     0.     0.     0.     0.     0.    ]","[0.02346725 0.0746575  0.144657   0.166081   0.15867525 0.15529175
 0.110157   0.06883575 0.05184875 0.037655   0.0083065  0.00036725
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.00841712 0.0647785  0.15378037 0.2296005  0.2452365  0.17235962
 0.085715   0.0308095  0.00877888 0.000524   0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[2.3603680e-02 1.3280720e-01 2.5112800e-01 2.8387472e-01 2.0794960e-01
 8.6371040e-02 1.3739520e-02 5.2560000e-04 6.4000000e-07 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01050599 0.02467437 0.03484916 0.04280482 0.04965838 0.05523452
 0.06030296 0.06266139 0.06317525 0.06291678 0.06182084 0.05992722
 0.05771993 0.05575098 0.05376923 0.05180928 0.05042288 0.04897797
 0.04719831 0.04581973]"
['data' 'LabeledDB_new' 'FourLeg' '389' 'normalized_v2.ply'],"[0.     0.0234 0.0716 0.143  0.1638 0.1534 0.0958 0.0744 0.0878 0.0648
 0.0816 0.0404 0.     0.     0.     0.     0.     0.     0.     0.    ]","[0.034997   0.1080205  0.1732665  0.168862   0.17404    0.156185
 0.083899   0.05027925 0.0233555  0.01524225 0.01085325 0.00099975
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[1.52951250e-02 1.10841875e-01 2.22584750e-01 2.65298750e-01
 2.18549625e-01 1.15674750e-01 3.84116250e-02 1.16621250e-02
 1.68037500e-03 1.00000000e-06 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[4.4686400e-02 2.2230288e-01 3.2528752e-01 2.5861328e-01 1.2094448e-01
 2.6610240e-02 1.5531200e-03 2.0800000e-06 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01399802 0.03071482 0.03929416 0.04690685 0.05403722 0.05818431
 0.0611229  0.0624147  0.06330636 0.06305622 0.06174085 0.06015714
 0.05764249 0.05471467 0.05173026 0.04909951 0.04630148 0.04381107
 0.04180164 0.03996532]"
['data' 'LabeledDB_new' 'FourLeg' '390' 'normalized_v2.ply'],"[0.     0.0652 0.1686 0.1898 0.141  0.0824 0.0758 0.0618 0.0532 0.0582
 0.0434 0.0292 0.0314 0.     0.     0.     0.     0.     0.     0.    ]","[0.053571   0.15477725 0.19035175 0.19500575 0.15332175 0.09852625
 0.065344   0.0388725  0.02389925 0.01640825 0.0081925  0.00172975
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.03345237 0.19488112 0.2906145  0.245454   0.1460485  0.05919912
 0.02160313 0.00790275 0.0008445  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[9.0850400e-02 3.4389888e-01 3.4268512e-01 1.7022704e-01 4.6398400e-02
 5.8507200e-03 8.9440000e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.02736202 0.05369289 0.05680889 0.05866604 0.06289    0.06464755
 0.0634972  0.0625848  0.06138887 0.0589236  0.05543996 0.05231758
 0.04889479 0.04546152 0.0427975  0.04048381 0.03858677 0.03678432
 0.03510723 0.03366467]"
['data' 'LabeledDB_new' 'FourLeg' '391' 'normalized_v2.ply'],"[0.0062 0.0202 0.035  0.0662 0.103  0.117  0.1374 0.0934 0.0862 0.0924
 0.1074 0.102  0.0308 0.0028 0.     0.     0.     0.     0.     0.    ]","[0.02777775 0.09167225 0.15560625 0.17175375 0.1473915  0.14091825
 0.112484   0.065657   0.03878475 0.0294     0.01687025 0.00168425
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[0.01093587 0.07945713 0.17961775 0.25524463 0.24227338 0.14240475
 0.06213213 0.02197738 0.00552875 0.00042825 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","[3.2542240e-02 1.7641008e-01 3.0982608e-01 3.0504528e-01 1.4779344e-01
 2.7275360e-02 1.1011200e-03 6.4000000e-06 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]","[0.01209394 0.02955082 0.0423244  0.05192847 0.05976156 0.06417062
 0.06593398 0.06581604 0.06461191 0.06267791 0.05980035 0.05735555
 0.05446386 0.05117886 0.04817887 0.0460323  0.04394986 0.04174207
 0.03993723 0.03849139]"
