path,d1,d2,d3,d4,a3
['data' 'LabeledDB_new' 'Armadillo' '290' 'normalized_v2.ply'],[-0.4617457  -0.06193089 -0.01453297  1.22774984  1.06579847  0.73082521  0.24820631 -0.33316653 -0.54718035 -0.21911356 -0.88246109 -0.65256416 -0.77031962 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.00494657  0.14605959  0.54081176  0.97700445  1.3226998   0.79480604 -0.38938016 -0.85280234 -1.07657392 -1.00222377 -0.77969969 -0.49690779 -0.2933784  -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.16615954 -0.01647308  0.40349434  0.58971406  0.35970736 -0.02747451 -0.2685726  -0.51647972 -0.56365158 -0.46099463 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.22321326 -0.01539178  0.48177018  0.67905144  0.01868928 -0.34996635 -0.45694791 -0.45744823 -0.39197416 -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.31676016 -0.50760836 -0.60676755  0.30355442  0.54569066  0.52094981  0.43354729  0.39157458  0.33542529  0.26721177  0.22194136  0.17742735  0.10300065 -0.09699986 -0.21495057 -0.27879495 -0.33926335 -0.36590416 -0.37023457 -0.3725531 ]
['data' 'LabeledDB_new' 'Armadillo' '291' 'normalized_v2.ply'],[-0.2330917  -0.19965979 -0.43659336 -0.294824    1.12989705  2.2663711  2.53850067 -0.43618303 -1.14259737 -1.19483223 -0.55323195 -0.7789568 -0.79369982 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.36197996 -0.07019626  0.78472101  1.82100474  1.22005678  0.25979915 -0.73956426 -0.94555553 -0.88551386 -0.96134211 -0.75601549 -0.51205752 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.36559035 -0.34488173  0.09862119  1.10839946  1.52738428  0.21468872 -0.72278746 -0.84941424 -0.63522738 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.35703149 -0.20892193  0.43084662  1.20845361  0.35975218 -0.49237667 -0.67502632 -0.51906731 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.62511559 -0.58915934 -0.2286056   0.71669714  0.55560379  0.33012921  0.20662712  0.19184601  0.31366437  0.43870642  0.60503437  0.93004999  1.13564519  0.43779027 -0.04078834 -0.2307015  -0.35935522 -0.42522226 -0.4212871  -0.42341858]
['data' 'LabeledDB_new' 'Armadillo' '292' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -0.55767626  0.07712897  0.14349102  0.77586789  0.7281577   0.33850105  0.14385109 -0.20735791 -0.50384757 -0.22824602 -0.12736418  0.16619005  0.29391642 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.57921575 -0.5383949  -0.4550902   0.28634642  0.91523887  0.78711821  0.39914118  0.30949283  0.08573119 -0.31871483 -0.45705678 -0.44804804 -0.29158622 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.52838046 -0.68109315 -0.56794607  0.07709514  0.79359385  0.67615055  0.42579275  0.18201988  0.05211957 -0.04254594 -0.12881687 -0.22312357 -0.16156325 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.54896483 -0.61443712 -0.22215901  0.90053176  0.87612266  0.39192881 -0.04666642 -0.24880552 -0.28077423 -0.25274364 -0.20779301 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.46355149 -0.51247752 -0.42523952  0.75180434  0.80867105  0.75284144  0.62631372  0.46993161  0.35049094  0.24381386  0.05168817 -0.03600051 -0.10932595 -0.28532006 -0.46534217 -0.60334066 -0.65451402 -0.63379957 -0.56852969 -0.54215014]
['data' 'LabeledDB_new' 'Armadillo' '293' 'normalized_v2.ply'],[-0.4617457  -0.28730545 -0.16675147  0.55684402  0.42125156  1.20582074  0.9597132   0.76292903 -0.64714087 -0.68150233 -1.05942176 -0.64805014 -0.27349042 -0.54478562 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.38165323 -0.2172976   0.14829992  1.39114419  1.67995211  0.63046985 -0.32355008 -0.73153164 -0.7652877  -0.81717465 -0.75378464 -0.46012637 -0.29158622 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.38824651 -0.38632037 -0.01885267  0.79855781  1.07314651  0.33801311 -0.20971962 -0.52535645 -0.59013971 -0.46455561 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.44646451 -0.38254206  0.20157019  1.13726985  0.64436236 -0.13245665 -0.53185925 -0.50815507 -0.39357746 -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.6405507  -0.78404374 -1.05789202  0.03368822  0.58479004  0.60446238  0.62660605  0.61225047  0.5915255   0.66718974  0.79690569  0.93701461  0.78402063  0.06333013 -0.21299569 -0.30752058 -0.38037372 -0.44525574 -0.47153646 -0.48708607]
['data' 'LabeledDB_new' 'Armadillo' '294' 'normalized_v2.ply'],[-0.4617457   0.370037    1.19629603  0.67155849  0.60286423  0.78405747  0.37871941 -0.6339747  -0.78187027 -0.54827166 -0.84130745 -0.48103129 -0.82877012 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.4162577   0.93207974  1.76874443  0.80997009 -0.50257522 -1.14432364 -0.84964495 -0.60660843 -0.77363866 -0.82648142 -0.74536938 -0.49010549 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.16252896  0.61094517  1.31121155  1.22361421 -0.14660309 -1.2377289 -1.27197405 -0.9076352  -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.23307433  0.84301884  1.31287127 -0.24245452 -1.1967647  -1.02746742 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.38940199  0.84820259  1.52936542 -0.12434486 -0.92373278 -1.05176811 -0.99741399 -0.89198896 -0.80120875 -0.6309996  -0.27016944  0.37946806  1.39849534  1.12406592  0.75908984  0.58467528  0.46149374  0.44112155  0.36436792  0.29835728]
['data' 'LabeledDB_new' 'Armadillo' '295' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -0.28783437 -0.02368071  0.83433135  1.31228525  1.82278368 -0.42794171 -0.14299215 -0.82257008 -1.00592202 -0.94146162 -0.28518052  0.82316756  0.46309111 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.41533257 -0.34806266 -0.03175297  1.13083571  1.19533309  0.25983475 -0.02612022 -0.49089653 -0.35933057 -0.31958015 -0.49112682 -0.4864688 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.42556766 -0.45801546 -0.10375721  0.85190573  1.07955377  0.19337164 -0.23599368 -0.3786673  -0.35986828 -0.35567238 -0.35098768 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.47852888 -0.51387118 -0.04773855  0.95465677  0.71720101  0.1681573 -0.17082808 -0.31197142 -0.30777256 -0.28745678 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.55909496 -0.70534581 -0.90814821 -0.40025883  0.18959744  0.34411214  0.5719893   0.77270035  0.85049466  0.82775345  0.76213755  0.71080021  0.43769204 -0.08847301 -0.2826508  -0.26118526 -0.24345765 -0.26512206 -0.32680873 -0.37438846]
['data' 'LabeledDB_new' 'Armadillo' '296' 'normalized_v2.ply'],[-0.4617457  -0.46885717 -0.51270261 -0.01672832 -0.05948784 -0.06765865  0.55975371  0.56513735  0.47415543  0.18449698 -0.75900016 -0.34109659  0.63249225  0.40018204 -0.36398515 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.62661781 -0.5859046  -0.42668567  0.35567919  1.20401286  0.45626583  0.0595728  -0.0885486   0.01438035  0.14688134  0.13465144 -0.23638529 -0.27704516 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.50844609 -0.65105613 -0.47137773  0.33838378  1.09130123  0.72353499  0.27708461 -0.03130898 -0.28402264 -0.37376934 -0.34590346 -0.27332111 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.55161519 -0.62752082 -0.17483572  1.05611115  0.96562143  0.33549489 -0.18789574 -0.39786199 -0.38670619 -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.54260623 -0.51985286  0.05209811  1.26880113  0.68857352  0.40404718  0.3681022   0.38591072  0.38944347  0.33817436  0.22460772  0.12442736 -0.27294077 -0.503297   -0.50502157 -0.49467669 -0.47883586 -0.47899357 -0.46708961 -0.4916762 ]
['data' 'LabeledDB_new' 'Armadillo' '297' 'normalized_v2.ply'],[-0.03301944 -0.34990949 -0.71335428 -0.77801524 -0.46544556  0.37457857  2.45429867  2.4647616  -0.31249042 -1.13605399 -0.6972697  -0.03865706 -0.24426517 -0.25679547 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-6.91365527e-01 -7.04019967e-01 -5.72683584e-01  2.38324953e-01  1.40813222e+00  1.66339696e+00  9.87640952e-01  5.17285019e-04 -4.40357452e-01 -5.73762622e-01 -6.15273633e-01 -5.13319992e-01 -2.93826440e-01 -1.68712646e-01 -1.07017852e-01 -5.14454049e-02 -5.13665497e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00],[-0.56687197 -0.76881383 -0.72562233 -0.08293897  1.09818578  1.24983053  0.66829894  0.08429176 -0.28226322 -0.36383061 -0.35504547 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.64535925 -0.83567163 -0.59476372  0.65724295  1.14948013  0.95709837  0.38192694 -0.13374943 -0.29561186 -0.28368328 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.85367586 -1.00434344 -1.18026751  0.25408012  1.22223547  1.36152411  1.24273756  0.99356173  0.90125624  1.02666729  1.0102303   0.57673258 -0.49174797 -1.18109089 -1.21776085 -1.14969471 -1.07493772 -0.97952323 -0.84997945 -0.81478559]
['data' 'LabeledDB_new' 'Armadillo' '298' 'normalized_v2.ply'],[-0.4617457  -0.68797131 -0.56113577 -0.62158642 -0.59364273  1.36551751  0.33661841  0.57337867  0.73926812 -0.01926757 -0.23634889 -0.2056759  0.32270463  0.07619313 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.68206525 -0.69973582 -0.76652651 -0.02247253  0.666132    0.86926406  1.0291783   0.59267809  0.16813413 -0.06273728 -0.37855564 -0.42607718 -0.27769686 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.56898953 -0.77633915 -0.76289022 -0.21155052  0.72668254  0.98942811  0.74046751  0.39970882  0.14051732 -0.11941328 -0.28951659 -0.26728686 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.63413434 -0.81777816 -0.59681461  0.7017436   1.12475776  0.82350445  0.3271134   0.01297413 -0.18882814 -0.25809711 -0.21054447 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.61226208 -0.73417836 -0.66545873  0.62939339  0.97749779  0.90851395  0.78179021  0.68932867  0.63398754  0.67757874  0.63749974  0.41202859 -0.37478507 -0.87596708 -0.88017598 -0.87104422 -0.83338549 -0.76664417 -0.67826279 -0.64838032]
['data' 'LabeledDB_new' 'Armadillo' '299' 'normalized_v2.ply'],[-0.4617457  -0.55024242 -0.72719232 -0.83711057 -0.22329534 -0.49351671 -0.29910668  0.29729445  0.45677099  0.62337445  0.51676279 -0.05671315  0.6149571   1.73213645  1.51573363 -0.10900765 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.84656575 -0.99166574 -1.15170746 -1.05027207 -0.09401381  0.75198911  1.24987758  1.25018774  0.83662593  0.59621137  0.5101531   0.3372692 -0.01139586 -0.13398455 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.66031094 -0.93859357 -1.06261679 -0.71585505  0.39305556  0.9014392  0.97321882  0.87576684  0.7616182   0.62095597  0.45371002  0.12161884 -0.13280113 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.71790318 -1.01773435 -0.94883069  0.35714208  1.16093052  1.14968785  0.82444468  0.48642672  0.30243852  0.22751867  0.17525559  0.01793034 -0.07419    -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.76410643 -0.87853169 -1.21264743 -0.30168766  0.61109371  0.96800063  1.06532423  0.93604602  0.78416976  0.70236973  0.60703293  0.55660114  0.27257762 -0.21706599 -0.39980074 -0.49013957 -0.56245352 -0.58723695 -0.5548293  -0.54494337]
['data' 'LabeledDB_new' 'Armadillo' '300' 'normalized_v2.ply'],[-0.4617457  -0.55024242 -0.29129388  0.36217705 -0.44407936 -0.01442639  0.59764461  0.96072071 -0.55152646 -0.36018132 -0.40919419  0.06516547  0.97735017  0.16619005 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.52773534 -0.58155644 -0.61945732  0.03396773  0.23053009  0.56854013  0.95638709  0.76829136  0.22125409 -0.15083399 -0.45957268 -0.34561782 -0.23716925 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.49871297 -0.64138968 -0.52872372 -0.02689741  0.44255434  0.62730465  0.43812888  0.31658677  0.23757588  0.06531516 -0.05263031 -0.15321594 -0.15904394 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.56831417 -0.65585078 -0.29728642  0.75407965  0.78290415  0.47038492  0.17579053 -0.04882668 -0.12141103 -0.1033529  -0.10112822 -0.11090912 -0.08454432 -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.47416959 -0.69398466 -0.88074434  0.28019045  0.63135503  0.67310676  0.68678289  0.61423788  0.47477036  0.30146748  0.19383913  0.28530395  0.45138631  0.06364971 -0.19250346 -0.32333016 -0.40756623 -0.49121819 -0.50741908 -0.53607425]
['data' 'LabeledDB_new' 'Bearing' '341' 'normalized_v2.ply'],[ 0.85301482 -0.08071211 -0.37086264 -0.30177639  0.43549569  0.40324209 -0.55171267 -0.56392349 -0.59064144 -0.39936681 -0.09231114  1.40583024  1.63199571 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.00859989  0.41054004  1.35660831  0.28478029 -0.92566635 -1.21487546 -0.75580425 -0.15672901 -0.24546046 -0.01978438  0.26299969  0.23894674 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.125741    0.04055383  0.63744804  1.43548927  1.00291162 -0.72084568 -1.09598306 -0.89859014 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.08766726  0.24767429  1.11543266  1.07383985 -0.86226977 -1.02501163 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.49490005  1.28945213  1.85550978 -0.36630598 -1.26788692 -1.34573284 -1.26684363 -1.13730187 -0.85272156 -0.55265025 -0.86205546 -0.8470895  0.11843701  0.97361171  1.16743232  1.20169494  1.07111078  0.78185724  0.49671289  0.36036421]
['data' 'LabeledDB_new' 'Bearing' '342' 'normalized_v2.ply'],[ 0.65294257 -0.00558726 -0.39853874 -0.27396682  0.44973983  0.37867336 -0.56855307 -0.60925074 -0.55587257 -0.37977406 -0.09231114  1.46902656  1.54431997 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.00951069  0.40900351  1.36424902  0.26509459 -0.99594021 -1.24743305 -0.72087997 -0.13811854 -0.22227144 -0.00464132  0.26384246  0.27787625 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.07718997  0.05528785  0.60244123  1.3860313   1.00484079 -0.65188372 -1.09573045 -0.90002967 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.08964944  0.25489714  1.06435466  1.04110791 -0.77944951 -1.02408012 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.66426435  1.23141338  1.36926074 -1.00562538 -1.4222732  -1.30974937 -1.23717227 -1.1182826  -0.86333739 -0.43315632 -0.69037819 -0.79247337 -0.13023109  0.84070334  1.24306761  1.37417574  1.33024554  1.06597279  0.70065208  0.44159865]
['data' 'LabeledDB_new' 'Bearing' '343' 'normalized_v2.ply'],[-0.4617457   0.08831881 -0.00761394  0.63332033  0.13992999  0.40733688 -0.64012477 -0.69990526 -0.66887142 -0.48165633  1.59910361  0.08773558 -0.11567408 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.01123109  0.41672884  1.36596621  0.27137234 -0.99570025 -1.2190486 -0.75959332 -0.1150833  -0.22042214 -0.01960948  0.23796459  0.26410207 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.0901779   0.01072692  0.54719946  1.3224471   1.18033056 -0.60295396 -1.07380451 -0.90057401 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.14623808  0.16958123  1.03462586  1.13440992 -0.64308854 -1.01723023 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.6105006   1.26827515  1.55810144 -0.83007735 -1.33624966 -1.25185314 -1.14678179 -1.03658671 -0.74859754 -0.35918152 -0.5880566  -0.73590836  0.06519857  0.80957806  1.00936316  1.03530975  0.89316488  0.67364292  0.48077266  0.36398947]
['data' 'LabeledDB_new' 'Bearing' '344' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.10773858 -0.2009667   0.905552   -0.19050232 -0.36225818 -0.62573338 -0.46460426  0.27070505  1.5538346  -0.47651727  0.49805611  2.48811057 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.65279823 -0.8139245  -0.61107617  0.59221814  0.70353196 -0.47563399 -0.41335649 -0.1154729   0.24979443  0.60657677  1.02358327  1.98604538 -0.21281196 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.52197337 -0.7736212  -0.84575349 -0.21694551  1.22096814  1.42983115  0.90661582  0.07055959 -0.49098258 -0.46534694 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.60784317 -0.82922167 -0.57340455  0.93855374  1.47269896  0.92689489 -0.17141149 -0.50437255 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.41924585 -0.15321083  1.00093433  0.28827087 -0.28927091 -0.38877958 -0.36507676 -0.18662299  0.16534757  0.55404441  0.68705405  0.85380606  1.28020567  0.83587426  0.4218122   0.12448449 -0.10796536 -0.27952493 -0.35193273 -0.23870524]
['data' 'LabeledDB_new' 'Bearing' '345' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.02125079 -0.21834768  0.22183374  0.4360004 -0.33278748 -0.51859623 -0.47764259  1.41100277  0.05172661 -0.55776968  0.129818    1.33615     4.69245838 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.65432635 -0.81510357 -0.59893506  0.59318293  0.66717457 -0.49014655 -0.42878171 -0.11267612  0.22991084  0.64326072  1.02448801  2.05674409 -0.1961936  -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.56804779 -0.80479147 -0.86885149 -0.26651925  1.11251963  1.44215347  1.05132887  0.14299639 -0.46783158 -0.46406103 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.62627551 -0.83563638 -0.54602224  1.0188888   1.53996652  0.83758059 -0.26091398 -0.51225033 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.38815789  0.0254084   1.45430655  0.80999847 -0.26591224 -0.49744067 -0.43288484 -0.21539435  0.18022414  0.54281259  0.62483452  0.48772493  0.65451464  0.33561701  0.07473027 -0.08871807 -0.22517826 -0.40288423 -0.43900607 -0.32125064]
['data' 'LabeledDB_new' 'Bearing' '346' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.01779128 -0.22877627  0.31085955  0.42781082 -0.48435108 -0.43618303 -0.36464374  1.43059552 -0.1087726  -0.50811543  0.1181279   1.5611423   4.10974556 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.64538027 -0.81115021 -0.61147528  0.60600936  0.75459283 -0.43061928 -0.38745794 -0.12433636  0.21020928  0.59283295  0.96315202  1.90049843 -0.21884018 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.55270779 -0.7899305  -0.84299119 -0.17430268  1.27165142  1.39514139  0.89128284  0.05374545 -0.48506234 -0.46348166 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.60026391 -0.78554348 -0.5189322   0.99683298  1.47175309  0.76922288 -0.25117166 -0.50526852 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.32050204  0.06967291  1.62000929  1.14049297 -0.21842209 -0.47636329 -0.4321053  -0.16488759  0.15676347  0.56820535  0.50256007  0.4093667  0.38445639  0.01806466 -0.15622266 -0.31360372 -0.4304509  -0.51428267 -0.51877564 -0.41253931]
['data' 'LabeledDB_new' 'Bearing' '347' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -0.86211327 -0.54163391 -0.37285871  0.61207633  0.21452551 -0.09004759  0.03954446 -0.33275148  0.82129975 -0.14699361  0.87213928  2.50610996 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.6765195  -0.85052378 -0.67886054  0.30765773  1.45035611 -0.26743982 -0.26082085  0.0076971   0.23527672  0.55201572  0.7200761   1.02166366 -0.289346   -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.58154763 -0.8581851  -0.91617172 -0.30464881  1.2306366   1.60651935  1.17898193  0.03691962 -0.61574057 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.66202187 -0.92227777 -0.69141636  0.96529927  1.71474696  1.08611472 -0.24677825 -0.51709786 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.60216696 -0.27530953  1.08376793  1.53265669  0.3216573  -0.05613174 -0.12640838 -0.05560006  0.08670773  0.30175757  0.61416908  0.82744962  1.01739453  0.43026727 -0.04530984 -0.33584921 -0.54865594 -0.68223533 -0.72011513 -0.77506158]
['data' 'LabeledDB_new' 'Bearing' '348' 'normalized_v2.ply'],[ 0.96734183  0.39507861  0.02006215  0.76541578  0.27524923 -0.18640753 -0.30752688 -0.25899465  0.21773496 -0.27005469 -1.03061421 -0.63450807  0.06552245  0.76916941  2.1924324  -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.74756606  2.04225957  0.66987933 -0.43922249 -1.13136611 -1.27852248 -0.84542872 -0.4277392  -0.17255884 -0.22499356 -0.08165427 -0.09726786 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.53638845  1.09611748  1.67938504  1.62937715 -1.16745296 -2.09590064 -1.36317831 -0.9089764  -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.71075495  1.47563065  1.62609975 -1.7721705  -1.65811721 -1.04617052 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 2.03705583  2.69137649  0.73887377 -2.49917445 -2.28213049 -2.00235656 -1.86659255 -1.78850424 -1.77782822 -1.76534203 -1.94524874 -2.09332597 -1.15106283  0.5637854   1.29454017  1.89176219  2.36139976  2.38042951  1.80028861  1.20624134]
['data' 'LabeledDB_new' 'Bearing' '349' 'normalized_v2.ply'],[ 0.96734183  0.43264104  0.1584426   0.91489221  0.20402858  0.1739339 -0.73695707 -0.55980283 -0.54718035 -0.37585551 -0.0964265  -0.31401245  1.14101156 -0.32879301 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.74934718  2.06195702  0.67807668 -0.42653483 -1.14065817 -1.27041645 -0.85058628 -0.43611565 -0.17622103 -0.23840598 -0.10204176 -0.12884863 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.5924024   1.12310894  1.67862632  1.63169846 -1.23117065 -2.10165401 -1.36317831 -0.9089764  -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.63019003  1.41643682  1.70936098 -1.71045982 -1.65810658 -1.04617052 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.990102    2.63523708  0.82055222 -2.45479533 -2.31430824 -2.03545337 -1.84566035 -1.74247524 -1.71626173 -1.7186393  -1.89979941 -2.07393226 -1.21694749  0.47425832  1.3400978   1.95129825  2.37923676  2.33407477  1.75330666  1.24447959]
