path,class,nr_of_vertices,nr_of_faces,mesh_area,convex_hull_area,bounding_box_area
data\LabeledDB_new\Human\17.ply,Human,15910,31816,2.063910850270518,3.607979198804558,8.124840856079679
data\LabeledDB_new\Human\18.ply,Human,15385,30766,3.193886544049614,3.6124634217601495,8.864067179879973
data\LabeledDB_new\Human\19.ply,Human,15477,30950,2.169696661041458,3.3465140008837397,7.807240603057057
data\LabeledDB_new\Human\2.ply,Human,10050,20096,2.187329407767109,3.3047537711518,5.8725610757113245
data\LabeledDB_new\Human\20.ply,Human,15700,31396,2.1166317904244267,3.2639869173023968,7.115495397665157
data\LabeledDB_new\Human\3.ply,Human,5641,11278,1.3334324414098015,2.1141169956280605,4.481043435729644
data\LabeledDB_new\Human\4.ply,Human,5676,11348,1.286895736923369,2.2501456644222193,4.69376931055514
data\LabeledDB_new\Human\5.ply,Human,15154,30308,2.5970196020550094,3.6246155953601256,8.346268432664676
data\LabeledDB_new\Human\6.ply,Human,10098,20192,2.0033575160460453,2.130453004927012,3.5232283055698477
data\LabeledDB_new\Human\7.ply,Human,8441,16878,2.08997518969946,2.335727908354065,3.7837077536834762
data\LabeledDB_new\Human\8.ply,Human,11015,22026,1.6422313285658225,2.733908475947603,6.263167142607632
data\LabeledDB_new\Human\9.ply,Human,2639,5274,1.587453434482102,2.6358686644107694,5.961475901678703
data\LabeledDB_new\Mech\321.ply,Mech,14995,29986,7.7402190165071625,7.5982950739851765,8.59701445125134
data\LabeledDB_new\Mech\322.ply,Mech,14991,29978,7.723416579258474,7.605264296665482,8.604901963478675
data\LabeledDB_new\Mech\323.ply,Mech,14991,29978,7.683156910154509,7.592911977244139,8.590924871118254
data\LabeledDB_new\Mech\324.ply,Mech,14812,29620,8.22780088823296,7.9386579486960205,10.993700858907658
data\LabeledDB_new\Mech\325.ply,Mech,14999,29994,7.835606049952648,7.535568403347302,11.151740180574102
data\LabeledDB_new\Mech\326.ply,Mech,14995,29986,8.123215874602923,7.952415006069032,10.741937439612038
data\LabeledDB_new\Mech\327.ply,Mech,14937,29870,6.987353826482545,6.871624375915785,10.290517717616893
data\LabeledDB_new\Mech\328.ply,Mech,14994,29984,7.853879572947577,7.787656537122351,8.811268049881711
data\LabeledDB_new\Mech\329.ply,Mech,14999,29994,7.826574494535157,7.702597405716849,8.71502908601397
data\LabeledDB_new\Mech\330.ply,Mech,15000,29996,7.827753616235255,7.693109605564767,8.704293098384362
data\LabeledDB_new\Mech\331.ply,Mech,15000,29996,8.03023522340472,7.5752359693278795,8.748577008414344
data\LabeledDB_new\Mech\332.ply,Mech,14997,29990,7.476385723024396,7.558487387511047,8.774756057444698
data\LabeledDB_new\Mech\333.ply,Mech,14942,29880,7.880410781047185,7.399243410192665,8.545323200235146
data\LabeledDB_new\Mech\334.ply,Mech,14997,29990,7.5974123230318,7.198598846943598,8.33364099107957
data\LabeledDB_new\Mech\335.ply,Mech,14995,29986,7.745419845488513,7.603400673029934,8.602791473452726
data\LabeledDB_new\Mech\336.ply,Mech,15505,31006,4.328248904512848,4.6801944921418475,6.313082771666544
data\LabeledDB_new\Mech\337.ply,Mech,11533,23062,8.928292334643219,8.817103699733979,13.721109471025265
data\LabeledDB_new\Mech\338.ply,Mech,19403,38802,7.437458639377177,7.370022793153498,9.67725646428238
data\LabeledDB_new\Mech\339.ply,Mech,15000,29996,8.027443695120782,7.57260249596925,8.745536643659612
data\LabeledDB_new\Mech\340.ply,Mech,14997,29990,7.591705143148541,7.19319194276569,8.327377863000123
data\LabeledDB_new\Octopus\121.ply,Octopus,5944,11888,2.2686150125731532,4.590809817794071,9.700994266615375
data\LabeledDB_new\Octopus\122.ply,Octopus,7251,14498,2.4258051335685598,5.5046780468367364,10.054026429016524
data\LabeledDB_new\Octopus\123.ply,Octopus,15493,30982,3.180769983723266,5.1045571428976535,9.335699474120894
data\LabeledDB_new\Octopus\124.ply,Octopus,3101,6198,0.6674130012860967,4.185463119152889,9.825688198815978
data\LabeledDB_new\Octopus\125.ply,Octopus,1343,2682,0.9871516218054638,2.3454719697895814,5.552212938911094
data\LabeledDB_new\Octopus\126.ply,Octopus,6325,12646,1.6985884491834289,5.842717131369819,11.94021884574152
data\LabeledDB_new\Octopus\127.ply,Octopus,11906,23808,3.331254052847338,5.897506553591932,11.276610508853125
data\LabeledDB_new\Octopus\128.ply,Octopus,6164,12324,1.6434715578307995,3.9619732560483687,8.2594025189914
data\LabeledDB_new\Octopus\129.ply,Octopus,6144,12284,2.0494742605129326,5.434684777737705,11.051542419886818
data\LabeledDB_new\Octopus\130.ply,Octopus,7747,15490,2.134360550699318,5.398049128093891,10.065473412111668
data\LabeledDB_new\Octopus\131.ply,Octopus,11051,22098,2.949210285366412,5.0374888347746145,10.707792300750683
data\LabeledDB_new\Octopus\132.ply,Octopus,7812,15620,2.577691527683159,3.2890314259303643,4.784161838932223
data\LabeledDB_new\Octopus\133.ply,Octopus,10466,20932,2.747451440279872,4.417659664204761,9.789472502551952
data\LabeledDB_new\Octopus\134.ply,Octopus,10932,21860,3.111226590888815,5.503224903675336,10.739034748477586
data\LabeledDB_new\Octopus\135.ply,Octopus,15201,30398,3.488005832564766,5.512549655863707,9.560557510454842
data\LabeledDB_new\Octopus\136.ply,Octopus,14126,28248,3.0557252358397533,4.836385443490313,9.070643815731309
data\LabeledDB_new\Octopus\137.ply,Octopus,9124,18244,1.6513543164205136,4.286431766090583,7.889150201857362
data\LabeledDB_new\Octopus\138.ply,Octopus,9594,19184,2.51812484651799,5.519042455333018,9.183163225801266
data\LabeledDB_new\Octopus\139.ply,Octopus,8017,16030,1.7550912937241991,4.086237420185948,7.562698127747504
data\LabeledDB_new\Octopus\140.ply,Octopus,9200,18396,2.4348514011627165,5.361733109604121,10.516208165411065
data\LabeledDB_new\Plier\201.ply,Plier,4487,8970,1.57081141512259,2.9926529573933642,5.374210349556694
data\LabeledDB_new\Plier\202.ply,Plier,4491,8978,1.5729639188318616,3.2100076217300737,5.400358770093909
data\LabeledDB_new\Plier\203.ply,Plier,3906,7808,1.6046565097496834,3.4450233126102434,5.391280362857787
data\LabeledDB_new\Plier\204.ply,Plier,4407,8810,1.4255551589128581,3.4463476522019176,5.750772736073564
data\LabeledDB_new\Plier\205.ply,Plier,4478,8952,1.7476614805842263,3.7607560414639596,5.868090589442957
data\LabeledDB_new\Plier\206.ply,Plier,4794,9584,1.6831028166152033,3.8030539988565946,5.562751208731049
data\LabeledDB_new\Plier\207.ply,Plier,5202,10400,1.73598763968742,4.126144572579363,5.880555054408772
data\LabeledDB_new\Plier\208.ply,Plier,6104,12204,1.7143214069251933,4.272507784891372,5.830568636192595
data\LabeledDB_new\Plier\209.ply,Plier,5110,10216,1.6507899874722047,4.201115134886772,5.767501052142556
data\LabeledDB_new\Plier\210.ply,Plier,5508,11012,1.6117598317267579,3.962764378443732,5.810538329825886
data\LabeledDB_new\Plier\211.ply,Plier,4284,8564,1.5097906537145236,3.712249740446487,5.811241649192343
data\LabeledDB_new\Plier\212.ply,Plier,4298,8592,1.4085682481494568,3.0487063128824907,5.902595411535962
data\LabeledDB_new\Plier\213.ply,Plier,3963,7922,1.4569231485976162,2.1197471225586275,5.052897649201891
data\LabeledDB_new\Plier\214.ply,Plier,3804,7604,1.508754802808914,2.4829626488913736,5.290144530304877
data\LabeledDB_new\Plier\215.ply,Plier,4463,8922,1.612979743785896,2.832578848203702,5.534018099170925
data\LabeledDB_new\Plier\216.ply,Plier,4478,8952,1.6347936618485668,3.0706984273063074,5.59294194373453
data\LabeledDB_new\Plier\217.ply,Plier,5201,10398,1.7552100542500266,4.042315873412756,5.463402678733806
data\LabeledDB_new\Plier\218.ply,Plier,6198,12392,1.7149616097976623,4.232710341043535,5.00181554569706
data\LabeledDB_new\Plier\219.ply,Plier,3942,7880,1.293820976162499,2.953913739379993,5.698918564365922
data\LabeledDB_new\Plier\220.ply,Plier,4457,8910,1.3908060006834708,2.9206843535684563,5.498334330700487
data\LabeledDB_new\Table\141.ply,Table,13926,27848,4.778573724174891,6.5229076489249636,8.429178157936654
data\LabeledDB_new\Table\142.ply,Table,9802,19600,3.7813445245054753,4.18979500559296,5.846987362200588
data\LabeledDB_new\Table\143.ply,Table,9270,18536,3.562423910845937,3.9160934233495497,5.839049954482419
data\LabeledDB_new\Table\144.ply,Table,15082,30160,5.779454620446431,6.511827803926222,9.615314126852706
data\LabeledDB_new\Table\145.ply,Table,13206,26408,3.224097104895734,5.60844204898939,8.202282564852027
data\LabeledDB_new\Table\146.ply,Table,13714,27424,5.030162091232778,6.698334058578264,9.759860020723742
data\LabeledDB_new\Table\147.ply,Table,13705,27406,5.198517309269084,6.9358338984745025,9.99480800121647
data\LabeledDB_new\Table\148.ply,Table,13375,26746,7.6389944145126005,8.511756072682324,12.480338901033004
data\LabeledDB_new\Table\149.ply,Table,13588,27172,7.075222597129868,8.127139104118942,12.42817546196223
data\LabeledDB_new\Table\150.ply,Table,13579,27154,2.0454345048246587,3.6829935758002517,5.976196054293405
data\LabeledDB_new\Table\151.ply,Table,12696,25388,4.695736439637502,6.337264909383076,6.7727963436239715
data\LabeledDB_new\Table\152.ply,Table,10543,21082,2.7887290825236506,4.827801114102698,5.372931889633257
data\LabeledDB_new\Table\153.ply,Table,13581,27158,4.49830252150724,5.719927796992493,6.960963740772671
data\LabeledDB_new\Table\154.ply,Table,13929,27854,4.9269689155939576,6.517426786730191,10.781828876423333
data\LabeledDB_new\Table\155.ply,Table,14384,28764,5.767576295754454,6.960222337523594,11.606946397326631
data\LabeledDB_new\Table\156.ply,Table,10100,20196,2.843290607105016,5.139157083811473,9.009580449780906
data\LabeledDB_new\Table\157.ply,Table,13883,27762,7.223223935739954,8.606949246939875,13.645061470416838
data\LabeledDB_new\Table\158.ply,Table,14587,29170,2.844287242855544,5.205336497375533,8.662672012870402
data\LabeledDB_new\Table\159.ply,Table,13930,27856,4.801914119024395,5.542934074505087,7.711878053887833
data\LabeledDB_new\Table\160.ply,Table,10082,20160,2.5410965829421506,4.6688118770532006,5.815746378378055
data\LabeledDB_new\Teddy\161.ply,Teddy,13826,27648,4.462291630597667,5.036670619592915,8.476365233271643
data\LabeledDB_new\Teddy\162.ply,Teddy,10096,20188,3.9240907970847236,4.53781073884885,9.296816670237032
data\LabeledDB_new\Teddy\163.ply,Teddy,10879,21758,4.208823133793976,4.947137793997,9.66902898184776
data\LabeledDB_new\Teddy\164.ply,Teddy,14509,29014,4.523528763408831,5.1468553942962005,9.091184240174208
data\LabeledDB_new\Teddy\165.ply,Teddy,10233,20462,4.114574575372516,4.8690401162551025,8.323609445394169
data\LabeledDB_new\Teddy\166.ply,Teddy,11090,22176,4.1534631827571245,5.151369932422258,10.183717738139414
data\LabeledDB_new\Teddy\167.ply,Teddy,12647,25290,4.1505735383860705,5.122009012517611,9.665609267843259
data\LabeledDB_new\Teddy\168.ply,Teddy,10752,21500,4.104174021056493,4.793398916451291,8.436673833460134
data\LabeledDB_new\Teddy\169.ply,Teddy,12561,25118,4.540333511150068,5.608595207379162,9.738876919592805
data\LabeledDB_new\Teddy\170.ply,Teddy,12500,24996,4.175813707727342,5.114678164416367,8.949241562844918
data\LabeledDB_new\Teddy\171.ply,Teddy,14905,29806,4.039153829152278,4.837305595732876,8.857603139724475
data\LabeledDB_new\Teddy\172.ply,Teddy,10141,20278,4.201928457970741,4.721082249166231,9.623513586692852
data\LabeledDB_new\Teddy\173.ply,Teddy,13867,27730,3.913068450642473,4.461479406991615,7.405006837224969
data\LabeledDB_new\Teddy\174.ply,Teddy,12831,25658,3.3666506458005974,4.599590215361758,9.057111722165551
data\LabeledDB_new\Teddy\175.ply,Teddy,9480,18956,3.952234043778558,4.797002575843906,9.639066087978527
data\LabeledDB_new\Teddy\176.ply,Teddy,12500,24996,4.353253569853188,5.221549076881311,10.363764708584377
data\LabeledDB_new\Teddy\177.ply,Teddy,12543,25082,4.085609771595487,4.850717827443677,9.34725571329134
data\LabeledDB_new\Teddy\178.ply,Teddy,12175,24346,3.8298401566965685,4.586112658846035,8.55773585415421
data\LabeledDB_new\Teddy\179.ply,Teddy,13324,26644,4.245068541561532,4.997021458172704,9.869004971563214
data\LabeledDB_new\Teddy\180.ply,Teddy,9548,19092,3.603679041591782,4.448607539329486,7.847728810685403
data\LabeledDB_new\Vase\361.ply,Vase,14859,29734,5.333138258771053,5.05449233898868,10.089097576454474
data\LabeledDB_new\Vase\362.ply,Vase,14476,28952,3.576003209672912,4.035704834204679,5.911715325025833
data\LabeledDB_new\Vase\363.ply,Vase,13434,26864,2.1590536857189178,2.673879379593099,4.6886252424598425
data\LabeledDB_new\Vase\364.ply,Vase,13548,27100,4.416167769240701,4.776877762070986,10.308684828364292
data\LabeledDB_new\Vase\365.ply,Vase,13514,27028,7.696390139551253,7.612524710459115,14.898641537220549
data\LabeledDB_new\Vase\366.ply,Vase,10637,21274,4.422464755398169,4.813017189792143,8.571100273708577
data\LabeledDB_new\Vase\367.ply,Vase,3900,7800,4.438505552281017,4.656715636071237,10.109039924070007
data\LabeledDB_new\Vase\368.ply,Vase,11202,22400,4.548263696239563,4.65556448750414,8.808179707786799
data\LabeledDB_new\Vase\369.ply,Vase,13606,27212,5.650737263235297,5.9216541815561845,10.627386884801936
data\LabeledDB_new\Vase\370.ply,Vase,13920,27836,4.920441443113887,5.287629237208067,10.603061787715234
data\LabeledDB_new\Vase\371.ply,Vase,14599,29194,5.116790410391629,5.620775419214635,10.45599805585558
data\LabeledDB_new\Vase\372.ply,Vase,6684,13368,3.171744705287679,3.7199837034072303,7.547295913169526
data\LabeledDB_new\Vase\373.ply,Vase,10556,21112,3.934517749551041,4.164664206746008,7.393522064372636
data\LabeledDB_new\Vase\374.ply,Vase,14872,29744,3.6865798571059343,3.9552758657714073,6.146008808598616
data\LabeledDB_new\Vase\375.ply,Vase,11762,23520,3.1959846353724353,3.8164248900386126,8.276878455407637
data\LabeledDB_new\Vase\376.ply,Vase,12568,25132,6.12440877043042,5.872211014902376,11.812608897124015
data\LabeledDB_new\Vase\377.ply,Vase,15169,30342,3.3436517186746215,3.4662041431087802,7.030167697507608
data\LabeledDB_new\Vase\378.ply,Vase,6684,13368,3.178567192109315,3.685388357464196,7.434365117561841
data\LabeledDB_new\Vase\379.ply,Vase,6923,13842,4.321566458804584,4.559243926687864,9.94925329061811
data\LabeledDB_new\Vase\380.ply,Vase,9356,18708,4.9292833160051925,3.935893134538245,8.335296799457169
